Status,Street Address,Zip Code,List Price,Sale Price,Age,Sq Ft Total,Lot Size,DOM,Listing Date,Sale Date,Close Date,Original List Price,Year Built,MLS Number,Year_Sale
Sold,4390 Camphor AVE ,92886,1375000,1400000,42,2157,10450,6,6/8/2021 0:00,6/14/2021 0:00,7/8/2021 0:00,1375000,1979,CRPW21125057,2021
Sold,5003 Blackpool AVE ,91377,1275000,1355000,34,2475,16524,5,6/9/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,1275000,1987,CNSR21123295,2021
Sold,6151 Ute DR ,95123,1178000,1350000,53,1553,6414,4,6/10/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,1178000,1968,ML81848339,2021
Sold,408 Camino Flora ,92673,1268000,1350000,19,2414,6530,5,6/9/2021 0:00,6/14/2021 0:00,7/20/2021 0:00,1268000,2002,CROC21120928,2021
Sold,333 Fontaine DR ,94506,1300000,1335000,31,2037,6107,0,6/14/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,1300000,1990,BA321067211,2021
Sold,262 Esparto AVE ,93449,1299000,1325000,69,1337,4080,4,6/10/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,1299000,1952,CRSC21125915,2021
Sold,4773 Candleberry AVE ,90740,1325000,1325000,54,2748,5353,20,5/25/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,1325000,1967,CRPW21126403,2021
Sold,2716 Foster ST ,94403,1300000,1300000,64,1100,5200,0,6/14/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,1300000,1957,ML81848857,2021
Sold,8507 Croydon AVE ,90045,1199000,1290000,80,1340,6000,9,6/5/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,1199000,1941,CRSB21121832,2021
Sold,25095 Amberwood ,92692,1175000,1275000,34,2427,5506,4,6/10/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,1175000,1987,CROC21124690,2021
Sold,4725 Aqua Del Caballete ,92673,1270000,1270000,21,2777,5841,0,6/14/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,1270000,2000,CROC21128396,2021
Sold,703 Lakecrest DR ,95762,1175000,1245000,21,3100,23087,4,6/10/2021 0:00,6/14/2021 0:00,7/9/2021 0:00,1175000,2000,ME221065379,2021
Sold,122 Rodeo DR ,93420,1175000,1240205,32,2174,10899,1,6/13/2021 0:00,6/14/2021 0:00,6/28/2021 0:00,1175000,1989,CRPI21124310,2021
Sold,1784 Star Crest PL ,92078,979000,1190000,16,2710,5461,4,6/10/2021 0:00,6/14/2021 0:00,6/28/2021 0:00,979000,2005,CRNDP2106700,2021
Sold,42830 Eagles Flight PL ,92315,995000,1185000,15,3062,12000,4,6/10/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,995000,2006,CRPW21126755,2021
Sold,109 Dell WAY ,95066,1074000,1185000,45,1616,15899,3,6/11/2021 0:00,6/14/2021 0:00,7/7/2021 0:00,1074000,1976,ML81848453,2021
Sold,6474 Alta Pradera LN ,93422,899000,1158000,12,2106,152896,4,6/10/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,899000,2009,CRSC21120232,2021
Sold,24 Waterside CIR ,94903,1150000,1150000,31,1925,4108,0,6/14/2021 0:00,6/14/2021 0:00,6/15/2021 0:00,1150000,1990,BA321054132,2021
Sold,11493 Huntington Village LN ,95670,938000,1100000,22,3120,12632,4,6/10/2021 0:00,6/14/2021 0:00,6/28/2021 0:00,938000,1999,ME221065412,2021
Sold,9 Salinas ,92610,1029900,1100000,27,2140,5750,24,5/21/2021 0:00,6/14/2021 0:00,6/30/2021 0:00,1029900,1994,CROC21121697,2021
Sold,6016 E Hummingbird CT ,92869,979500,1052000,25,2073,3150,4,6/10/2021 0:00,6/14/2021 0:00,7/8/2021 0:00,979500,1996,CROC21118288,2021
Sold,4621 Waterstone DR ,95747,995000,1050000,14,3213,20199,5,6/9/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,995000,2007,ME221063224,2021
Sold,24942 Hendon ST ,92653,899000,1040000,45,1867,5730,4,6/10/2021 0:00,6/14/2021 0:00,6/29/2021 0:00,899000,1976,CROC21096678,2021
Sold,111 W Loop DR ,93010,798000,1025000,62,1579,20380,5,6/9/2021 0:00,6/14/2021 0:00,7/12/2021 0:00,798000,1959,CRV1-6389,2021
Sold,902 Hawks Feather LN ,95765,969000,1025000,3,3205,9108,4,6/10/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,969000,2018,ME221065739,2021
Sold,705 Merit ,92078,1000000,1000007,2,2550,6548,3,6/11/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,969000,2019,CRNDP2106762,2021
Sold,2209 Ximeno AVE ,90815,899000,975000,78,1850,5655,4,6/10/2021 0:00,6/14/2021 0:00,6/29/2021 0:00,899000,1943,CROC21124369,2021
Sold,76 Los Altos ST ,93004,949000,969000,3,2677,5500,5,6/9/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,949000,2018,CRV1-6322,2021
Sold,5361 Paso Del Rio Way ,94521,899000,955000,36,2135,5775,0,6/14/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,899000,1985,CC40954256,2021
Sold,2372 Augusta AVE ,95377,825000,954000,4,2619,5798,5,6/9/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,825000,2017,ME221057518,2021
Sold,1912 Annandale WAY ,92831,950000,950000,24,2271,6100,0,6/14/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,950000,1997,CRPW21128400,2021
Sold,852 Chicago AVE ,92870,950000,950000,57,2291,7000,4,6/10/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,950000,1964,CRPW21125538,2021
Sold,3500 Burritt WAY ,91214,895000,940000,65,1397,6947,4,6/10/2021 0:00,6/14/2021 0:00,7/7/2021 0:00,895000,1956,CROC21126299,2021
Sold,22 Touraine PL ,92610,899900,927890,26,1910,4000,5,6/9/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,899900,1995,CRNP21124655,2021
Sold,20 Spicewood WAY ,92612,848880,910888,53,1498,3200,23,5/22/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,848880,1968,CROC21110832,2021
Sold,1023 Jasmine CIR ,95762,799000,900000,22,2734,30056,4,6/10/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,799000,1999,ML81848116,2021
Sold,7645 E Camino Tampico ,92808,815000,890000,45,1729,9869,117,2/17/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,825000,1976,CRPW21034393,2021
Sold,2693 Sunshine Valley CT ,93063,839999,890000,21,2271,20403,10,6/4/2021 0:00,6/14/2021 0:00,6/30/2021 0:00,839999,2000,CNSR21117955,2021
Sold,845 Via Alameda ,91773,829000,885000,43,1740,10217,5,6/9/2021 0:00,6/14/2021 0:00,7/17/2021 0:00,829000,1978,CRP1-5146,2021
Sold,4534 Fieldcrest Dr ,94803,815000,879000,60,1485,8250,0,6/14/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,815000,1961,BE40954321,2021
Sold,3028 Treefern DR ,91010,815000,878000,63,1217,10361,2,6/12/2021 0:00,6/14/2021 0:00,7/19/2021 0:00,815000,1958,CRCV21127476,2021
Sold,5 Calle Albarda ,92688,830000,865000,32,1660,7475,37,5/8/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,830000,1989,CROC21104638,2021
Sold,335 Condor AVE ,95005,799000,865000,73,1512,13809,4,6/10/2021 0:00,6/14/2021 0:00,7/9/2021 0:00,799000,1948,ML81848231,2021
Sold,11594 Redwing CT ,95946,849900,850000,47,3908,31363,0,6/14/2021 0:00,6/14/2021 0:00,7/12/2021 0:00,849900,1974,ME221050311,2021
Sold,26992 Gading RD ,94544,848000,848000,68,1659,5141,0,6/14/2021 0:00,6/14/2021 0:00,7/2/2021 0:00,848000,1953,ML81848792,2021
Sold,19944 Enadia WAY ,91306,775000,845000,68,1591,9000,3,6/11/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,775000,1953,CNSR21126896,2021
Sold,4517 N Ayla ,90041,841571,841571,0,1816,4135,0,6/14/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,841571,2021,TM21-749110,2021
Sold,2114 Mignon WAY ,92870,850000,840000,58,1665,7300,39,5/6/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,850000,1963,CRPW21154758,2021
Sold,3521 Marber AVE ,90808,829000,840000,72,1453,5920,4,6/10/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,829000,1949,CRRS21124193,2021
Sold,2401 Telegraph-Hill ,95762,798000,840000,36,2986,20038,4,6/10/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,798000,1985,ME221063184,2021
Sold,636 N Noble ST ,92869,840000,840000,50,1410,7000,5,6/9/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,840000,1971,CRPW21125748,2021
Sold,58 Tamarindo Way ,91911,755000,835000,6,1870,7221,9,6/5/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,755000,2015,CRPTP2104033,2021
Sold,28567 Silverking TRL ,91390,830000,830000,21,2420,4466,9,6/5/2021 0:00,6/14/2021 0:00,7/7/2021 0:00,775000,2000,CNSR21121755,2021
Sold,4980 Mable WAY ,92117,820000,830000,63,1858,5200,5,6/9/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,820000,1958,CRCV21125689,2021
Sold,3416 E Barrington DR ,92869,825000,825000,25,1786,5985,3,6/11/2021 0:00,6/14/2021 0:00,6/28/2021 0:00,825000,1996,CROC21126601,2021
Sold,39094 Santa Rosa CT ,92563,724999,820000,18,3658,7405,376,6/3/2020 0:00,6/14/2021 0:00,7/9/2021 0:00,724999,2003,CRSW21120833,2021
Sold,2410 Greenwich CT ,95765,775000,810000,28,3201,6421,4,6/10/2021 0:00,6/14/2021 0:00,7/1/2021 0:00,775000,1993,ME221066046,2021
Sold,16968 Bosch AVE ,95330,749000,800000,2,2444,6991,5,6/9/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,749000,2019,ME221065536,2021
Sold,1135 W 185th ST ,90248,710000,800000,67,1866,5720,5,6/9/2021 0:00,6/14/2021 0:00,7/7/2021 0:00,710000,1954,CRSB21116153,2021
Sold,5606 Saratoga CIR ,95765,729000,789000,6,3084,7192,4,6/10/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,729000,2015,ME221065770,2021
Sold,1218 N Ralston ST ,92801,749900,780000,66,1245,6000,4,6/10/2021 0:00,6/14/2021 0:00,6/30/2021 0:00,749900,1955,CRPW21124539,2021
Sold,1471 Hall AVE ,95023,735000,777000,29,2000,7000,5,6/9/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,735000,1992,ML81848049,2021
Sold,25454 Via Heraldo ,91355,739000,769020,47,1574,5200,3,6/11/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,739000,1974,CNSR21127291,2021
Sold,1473 E Rosewood AVE ,92805,699000,766000,67,1279,6800,3,6/11/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,699000,1954,CRPW21126938,2021
Sold,19390 Dairen ST ,91748,670000,765000,57,1220,5726,7,6/7/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,670000,1964,CRWS21122502,2021
Sold,16050 Devonshire ST ,91344,739900,761000,68,1762,7687,6,6/8/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,739900,1953,CNSR21122391,2021
Sold,979 Leonardo Way ,94541,760000,760000,70,1070,5000,0,6/14/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,760000,1951,BE40954214,2021
Sold,5066 S Kensington AVE ,91762,730000,750000,5,3079,4997,11,6/3/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,730000,2016,CRIV21120177,2021
Sold,10806 Sarah ST ,91602,699000,740000,117,890,5050,0,6/14/2021 0:00,6/14/2021 0:00,6/23/2021 0:00,699000,1904,CNSR21128802,2021
Sold,978 N Cummings RD ,91724,710000,740000,60,1356,8299,5,6/9/2021 0:00,6/14/2021 0:00,7/8/2021 0:00,710000,1961,CRCV21124918,2021
Sold,1951 Green Spring CT ,95626,699000,735000,35,2006,42719,5,6/9/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,699000,1986,ME221065433,2021
Sold,8840 Pinecrest AVE ,92123,749000,730000,64,1138,5900,12,6/2/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,749000,1957,CRNDP2106749,2021
Sold,556 Platt CIR ,95762,649900,725000,30,2199,16117,4,6/10/2021 0:00,6/14/2021 0:00,6/24/2021 0:00,649900,1991,ME221065662,2021
Sold,6000 Buckskin LN ,95747,659900,720000,24,1869,7248,4,6/10/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,659900,1997,ME221060459,2021
Sold,9700 Ranchwood CT ,95361,715000,720000,29,2500,20342,5,6/9/2021 0:00,6/14/2021 0:00,7/12/2021 0:00,715000,1992,ME221064910,2021
Sold,17600 Hamlin ST ,91406,699500,720000,71,1126,6451,5,6/9/2021 0:00,6/14/2021 0:00,7/19/2021 0:00,699500,1950,CRSB21123879,2021
Sold,1381 Mandarin Ct ,94513,635000,700000,36,1506,8025,4,6/10/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,635000,1985,EB40953611,2021
Sold,2618 Reservoir DR ,93065,649000,692000,37,1153,5520,4,6/10/2021 0:00,6/14/2021 0:00,7/19/2021 0:00,649000,1984,CNSR21123725,2021
Sold,5901 Percheron CT ,95677,649900,690000,27,2480,11008,4,6/10/2021 0:00,6/14/2021 0:00,7/9/2021 0:00,649900,1994,ME221063916,2021
Sold,1350 Paso Robles AVE ,93402,649000,690000,46,1008,4875,10,6/4/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,649000,1975,CRSC21121522,2021
Sold,19660 Kittridge ST ,91335,650000,685000,70,1550,6969.6,4,6/10/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,650000,1951,CNSR21126004,2021
Sold,1816 Burnett WAY ,95818,619950,671675,93,1136,3920,4,6/10/2021 0:00,6/14/2021 0:00,6/29/2021 0:00,619950,1928,ME221065305,2021
Sold,1151 Buena Vista AVE ,90631,624000,670000,64,1148,4500,24,5/21/2021 0:00,6/14/2021 0:00,7/19/2021 0:00,624000,1957,CRPW21112157,2021
Sold,8770 Parkcliff ST ,90242,657000,657000,53,1833,10444,1,6/13/2021 0:00,6/14/2021 0:00,7/19/2021 0:00,657000,1968,CRDW21128597,2021
Sold,37829 Rainbow DR ,92563,620000,650000,19,2873,8276,11,6/3/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,620000,2002,CRSW21121002,2021
Sold,10379 Wolf DR ,95949,639000,650000,44,2940,87120,4,6/10/2021 0:00,6/14/2021 0:00,7/7/2021 0:00,639000,1977,ME221048986,2021
Sold,273 Hibiscus Way ,94561,574888,630000,9,1490,6684,4,6/10/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,574888,2012,BE40953667,2021
Sold,32175 Caminito Osuna ,92592,609900,626000,30,2350,7841,7,6/7/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,609900,1991,CRSW21122318,2021
Sold,373 Elmira St. ,92019,630000,625000,62,1414,6100,7,6/7/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,615000,1959,CRPTP2104047,2021
Sold,6723 Tortola LN ,95762,595000,610000,3,1650,3920,5,6/9/2021 0:00,6/14/2021 0:00,6/30/2021 0:00,595000,2018,ME221065166,2021
Sold,746 James PL ,91767,550000,600000,69,1185,10926,10,6/4/2021 0:00,6/14/2021 0:00,7/2/2021 0:00,550000,1952,CRCV21120947,2021
Sold,8851 Statira CT ,95624,574900,600000,27,2079,5349,5,6/9/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,574900,1994,ME221065597,2021
Sold,5531 Carson RD ,92506,570000,596000,67,1600,10454,7,6/7/2021 0:00,6/14/2021 0:00,7/8/2021 0:00,615000,1954,CRSW21125020,2021
Sold,31481 Darlington Oak DR ,92596,595000,594000,4,1691,7841,11,6/3/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,565000,2017,CRSW21120319,2021
Sold,5014 Alicante WAY ,92056,599000,589000,33,1106,4305,12,6/2/2021 0:00,6/14/2021 0:00,7/12/2021 0:00,599000,1988,CRNDP2106643,2021
Sold,9753 Marklein AVE ,91343,575000,575000,60,1473,7595,0,6/14/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,575000,1961,TM21-748504,2021
Sold,27930 Arcay AVE ,91351,575000,575000,58,1402,6763,0,6/14/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,575000,1963,CNSR21099335,2021
Sold,8945 Portofino DR ,95758,499900,575000,29,1739,7131,5,6/9/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,499900,1992,ME221064790,2021
Sold,776 E 6th ST ,95928,519000,571000,101,944,5227,4,6/10/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,519000,1920,CRSN21125935,2021
Sold,61756 Onaga ,92252,499000,570000,16,1513,18505,5,6/9/2021 0:00,6/14/2021 0:00,7/2/2021 0:00,499000,2005,CROC21122738,2021
Sold,4647 El Dorado RD ,95623,519000,566500,35,1558,44431,3,6/11/2021 0:00,6/14/2021 0:00,7/9/2021 0:00,475000,1986,ME221050840,2021
Sold,10086 knotts DR ,95757,509000,566000,5,1493,5249,4,6/10/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,509000,2016,ME221063193,2021
Sold,10263 Palm Row DR ,92040,499950,565000,44,1335,5888,52,4/23/2021 0:00,6/14/2021 0:00,6/23/2021 0:00,499950,1977,CRPTP2104003,2021
Sold,29407 Harlequin CT ,92584,535000,560000,10,2916,6098,4,6/10/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,540000,2011,CRSW21125586,2021
Sold,4300 Vassar WAY ,95841,520000,550000,62,1442,10454,4,6/10/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,520000,1959,ME221064903,2021
Sold,5784 Northview PL ,92506,534000,550000,68,2069,8712,4,6/10/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,534000,1953,CRIV21125497,2021
Sold,1915 Englewood Dr ,91945,499900,550000,74,1000,6073,5,6/9/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,499900,1947,CRNDP2106585,2021
Sold,29027 Turtle Rock CT ,92587,495000,547000,15,2195,9583,6,6/8/2021 0:00,6/14/2021 0:00,7/8/2021 0:00,495000,2006,CRSW21124258,2021
Sold,878 69th AVE ,94621,499999,545000,78,1071,3999,5,6/9/2021 0:00,6/14/2021 0:00,7/20/2021 0:00,499999,1943,BA321050697,2021
Sold,28604 Bridge Water LN ,92584,539000,535000,24,2154,6098,3,6/11/2021 0:00,6/14/2021 0:00,7/9/2021 0:00,539000,1997,CRSW21122668,2021
Sold,25141 Calle Viejo ,92563,485000,535000,28,1840,5227,8,6/6/2021 0:00,6/14/2021 0:00,7/20/2021 0:00,485000,1993,CRSW21121693,2021
Sold,17033 E Brookport ST ,91722,524900,530000,67,945,9510,3,6/11/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,524900,1954,CRPW21126901,2021
Sold,199 Deodara ST ,95688,489900,530000,60,1196,5227,3,6/11/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,489900,1961,BA321051094,2021
Sold,10093 River Park CIR ,95209,500000,530000,22,2533,7031,5,6/9/2021 0:00,6/14/2021 0:00,7/9/2021 0:00,500000,1999,ME221064930,2021
Sold,36666 Sevilla WAY ,92223,493000,527000,2,2106,9148,11,6/3/2021 0:00,6/14/2021 0:00,7/12/2021 0:00,493000,2019,CRIV21121754,2021
Sold,9201 Mott CT ,95662,505000,525000,36,1688,9148,0,6/14/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,505000,1985,ME221068412,2021
Sold,2353 Ponderosa RD ,95672,474900,515000,38,1344,18134,4,6/10/2021 0:00,6/14/2021 0:00,7/9/2021 0:00,474900,1983,ME221064955,2021
Sold,9490 Mira Del Rio DR ,95827,459000,505000,45,1456,5201,5,6/9/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,459000,1976,ME221064500,2021
Sold,3407 Caspian DR ,93551,500000,500000,25,1868,7608,2,6/12/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,459990,1996,CNSR21127471,2021
Sold,5195 Babb AVE ,92503,497000,497000,66,1122,7841,20,5/25/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,475000,1955,CRDW21123778,2021
Sold,9796 Edenbrook DR ,92503,465000,495000,15,1598,2614,6,6/8/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,465000,2006,CRCV21125255,2021
Sold,2117 Novato Ct ,95301,480000,490000,1,2781,7623,3,6/11/2021 0:00,6/14/2021 0:00,7/12/2021 0:00,480000,2020,BE40953941,2021
Sold,1392 Aptos Creek CT ,95961,470000,490000,17,1841,8712,4,6/10/2021 0:00,6/14/2021 0:00,7/2/2021 0:00,470000,2004,ME221065213,2021
Sold,9648 Estacia CT ,91730,485000,485000,97,783,12240,0,6/14/2021 0:00,6/14/2021 0:00,7/21/2021 0:00,485000,1924,CNSR21130791,2021
Sold,1855 Pheasant DR ,95993,469000,480000,27,2217,7841,3,6/11/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,469000,1994,ME221064795,2021
Sold,4114 W Avenue J9 ,93536,479990,480000,17,2241,8143,25,5/20/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,479990,2004,CNSR21124913,2021
Sold,7108 Ryan Taylor WAY ,95621,445000,480000,23,1445,4726,4,6/10/2021 0:00,6/14/2021 0:00,7/8/2021 0:00,445000,1998,ME221064246,2021
Sold,1966 Tulipwood DR ,93446,460000,479000,35,1275,6098,2,6/12/2021 0:00,6/14/2021 0:00,7/19/2021 0:00,460000,1986,CRNS21126912,2021
Sold,6960 Henning DR ,95621,419000,479000,41,1882,5663,4,6/10/2021 0:00,6/14/2021 0:00,6/29/2021 0:00,419000,1980,ME221065740,2021
Sold,2163 Kapreil WAY ,95334,475000,475000,15,2794,5502,1,6/13/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,475000,2006,ME221067872,2021
Sold,3604 Eagle Crest CIR ,95843,450000,475000,27,1440,5458,5,6/9/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,450000,1994,ME221065276,2021
Sold,31215 Willowood WAY ,92584,419900,470000,31,2100,8276,4,6/10/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,419900,1990,CRSW21125328,2021
Sold,452 L ST ,95673,450000,470000,61,2000,13068,20,5/25/2021 0:00,6/14/2021 0:00,7/9/2021 0:00,460000,1960,ME221065982,2021
Sold,439 Grand AVE ,95695,469900,470000,122,1416,8999,5,6/9/2021 0:00,6/14/2021 0:00,7/8/2021 0:00,469900,1899,ME221065537,2021
Sold,14859 De Soto PL ,92553,430000,467500,36,1422,10454,72,4/3/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,430000,1985,CRIG21126218,2021
Sold,1424 Tres Picos DR ,95993,429000,460000,19,1784,7405,4,6/10/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,429000,2002,ME221066031,2021
Sold,607 Doral ST ,91761,434900,460000,36,1295,2100,10,6/4/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,449900,1985,CRTR21121236,2021
Sold,1626 Hereford WAY ,92582,429900,457500,3,2103,7841,8,6/6/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,429900,2018,CROC21121964,2021
Sold,8053 Angelica PL ,95829,425000,453000,33,1362,7728,5,6/9/2021 0:00,6/14/2021 0:00,7/7/2021 0:00,425000,1988,ME221064844,2021
Sold,4901 Spica PKWY ,95823,425000,452500,61,1456,8712,3,6/11/2021 0:00,6/14/2021 0:00,7/7/2021 0:00,425000,1960,ME221066444,2021
Sold,400 W Creekside CIR ,95620,450000,450000,38,1092,8712,2,6/12/2021 0:00,6/14/2021 0:00,7/19/2021 0:00,450000,1983,BA321067802,2021
Sold,5714 Rimpau BLVD ,90043,450000,450000,94,1148,6400,0,6/14/2021 0:00,6/14/2021 0:00,7/1/2021 0:00,450000,1927,TM21-748860,2021
Sold,9610 Nantucket DR ,95209,425000,447000,42,1760,6695,4,6/10/2021 0:00,6/14/2021 0:00,7/19/2021 0:00,425000,1979,ME221056683,2021
Sold,918 Tahoe Island DR ,96150,400000,445000,45,1189,7405,3,6/11/2021 0:00,6/14/2021 0:00,7/7/2021 0:00,400000,1976,ME221066267,2021
Sold,11337 Anselm CIR ,92337,460000,445000,22,1102,4000,4,6/10/2021 0:00,6/14/2021 0:00,7/20/2021 0:00,460000,1999,CNSR21124985,2021
Sold,2636 Ribier Way ,95670,434900,443000,66,1474,7410,3,6/11/2021 0:00,6/14/2021 0:00,7/9/2021 0:00,434900,1955,CC40953850,2021
Sold,5610 Corte Viejo ,92545,419900,440000,10,1880,7405,4,6/10/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,419900,2011,CRSW21125808,2021
Sold,8936 Bedford AVE ,95628,425000,435000,64,1008,10019,4,6/10/2021 0:00,6/14/2021 0:00,7/7/2021 0:00,425000,1957,ME221064572,2021
Sold,151 Johnson ST ,95692,430000,435000,19,1506,5963,4,6/10/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,420000,2002,ME221065560,2021
Sold,23434 Shady Glen CT ,92557,425000,425000,37,1600,3485,5,6/9/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,425000,1984,CRIV21125612,2021
Sold,32913 Falling Leaf LN ,92382,420000,420000,53,2093,4900,0,6/14/2021 0:00,6/14/2021 0:00,6/18/2021 0:00,420000,1968,CREV21128386,2021
Sold,1009 W Lime AVE ,93436,399900,415000,59,1182,6098,4,6/10/2021 0:00,6/14/2021 0:00,7/21/2021 0:00,399900,1962,CRPI21125539,2021
Sold,2147 Greenbriar DR ,93635,410000,410000,20,1558,6042,3,6/11/2021 0:00,6/14/2021 0:00,7/19/2021 0:00,410000,2001,ME221066481,2021
Sold,729 W 131st ST ,90222,400000,400000,74,814,5496,0,6/14/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,400000,1947,CRDW21128332,2021
Sold,28676 Berwick LN ,92346,389000,400000,33,1116,4860,3,6/11/2021 0:00,6/14/2021 0:00,7/16/2021 0:00,389000,1988,CREV21123615,2021
Sold,47560 Stampede TRL ,92201,365000,400000,19,1511,6969,78,3/28/2021 0:00,6/14/2021 0:00,7/19/2021 0:00,365000,2002,CROC21066201,2021
Sold,81351 Monet CT ,92201,389900,389900,0,1504,5227,3,6/11/2021 0:00,6/14/2021 0:00,7/12/2021 0:00,389900,2021,CRSW21122487,2021
Sold,40832 Calle Santa Cruz ,92203,349900,381500,17,1463,5227,3,6/11/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,349900,2004,CRSW21127004,2021
Sold,26272 Columbus DR ,92586,379000,375000,32,1715,5663,0,6/14/2021 0:00,6/14/2021 0:00,7/1/2021 0:00,279000,1989,CRSW21128610,2021
Sold,848 Pennington PL ,95356,350000,370000,35,1018,4844,3,6/11/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,350000,1986,ME221066077,2021
Sold,850 Westchester RD ,92223,355000,368000,17,1687,6098,5,6/9/2021 0:00,6/14/2021 0:00,7/20/2021 0:00,355000,2004,CREV21122989,2021
Sold,731 Greenwood AVE ,95605,349900,365500,71,1053,5227,4,6/10/2021 0:00,6/14/2021 0:00,7/12/2021 0:00,349900,1950,ME221065630,2021
Sold,898 Snowbird RD ,92397,360000,363000,52,1096,7200,3,6/11/2021 0:00,6/14/2021 0:00,7/8/2021 0:00,360000,1969,CRCV21127874,2021
Sold,150 El Portal DR ,95340,360000,360000,45,1981,7405,0,6/14/2021 0:00,6/14/2021 0:00,6/17/2021 0:00,360000,1976,CRMC21132019,2021
Sold,394 E 18th ST ,95340,339900,360000,72,1954,7405,3,6/11/2021 0:00,6/14/2021 0:00,7/8/2021 0:00,339900,1949,ME221068261,2021
