Status,Street Address,Zip Code,List Price,Sale Price,Age,Sq Ft Total,Lot Size,DOM,Listing Date,Sale Date,Close Date,Original List Price,Year Built,MLS Number,Year_Sale
Sold,6882 Norton AVE ,93003,465000,415000,63,1907,8400,61,11/5/2018 0:00,1/5/2019 0:00,1/18/2019 0:00,499900,1958,CRV0-218013798,2019
Sold,3177 Wood Creek DR ,95928,475000,475000,21,1800,4792,5,1/2/2019 0:00,1/7/2019 0:00,1/28/2019 0:00,475000,2000,ME201900019,2019
Sold,3011 S 5th AVE ,95965,150000,150000,91,960,4356,23,12/17/2018 0:00,1/9/2019 0:00,2/14/2019 0:00,150000,1930,ME201804212,2019
Sold,413 Buena Vista DR ,93023,769000,755000,62,1997,10594,162,8/1/2018 0:00,1/10/2019 0:00,1/11/2019 0:00,799000,1959,CRV0-218009673,2019
Sold,308 Melrose DR ,93035,749000,725000,36,1802,1750,136,8/27/2018 0:00,1/10/2019 0:00,1/11/2019 0:00,759000,1985,CRV0-218010836,2019
Sold,3764 Oro Dam BLVD ,95966,110000,84000,77,999,6534,136,8/27/2018 0:00,1/10/2019 0:00,1/24/2019 0:00,139000,1944,ME201802872,2019
Sold,201 Chico RD ,93023,1349000,1261530,73,2159,33400,99,10/4/2018 0:00,1/11/2019 0:00,1/25/2019 0:00,1349000,1948,CRV0-218012522,2019
Sold,51 Inglewood DR ,95966,329000,312500,63,1650,54886,10,1/3/2019 0:00,1/13/2019 0:00,2/26/2019 0:00,329000,1958,ME201900034,2019
Sold,5377 Crest Ridge DR ,95966,237000,260000,46,1170,7841,7,1/14/2019 0:00,1/21/2019 0:00,1/28/2019 0:00,237000,1975,ME201804055,2019
Sold,6418 Corning CT ,95954,110000,110000,41,1152,10454,1,1/25/2019 0:00,1/26/2019 0:00,2/1/2019 0:00,110000,1980,ME201900260,2019
Sold,6 Ernie LN ,95916,249900,234000,35,1546,72745,114,10/5/2018 0:00,1/27/2019 0:00,2/13/2019 0:00,274900,1986,ME201803424,2019
Sold,513 Oak Creek LN ,93023,879000,910000,55,2053,16400,98,10/25/2018 0:00,1/31/2019 0:00,2/22/2019 0:00,939000,1966,CRV0-218013395,2019
Sold,968 Mort LN ,95973,75000,85000,44,720,13068,24,1/11/2019 0:00,2/4/2019 0:00,2/8/2019 0:00,75000,1977,ME201900110,2019
Sold,2656 Bolker WAY ,93041,440000,445000,49,1282,4138,94,11/6/2018 0:00,2/8/2019 0:00,2/15/2019 0:00,451000,1972,CRV0-218013876,2019
Sold,8 Nikki CT ,95965,304900,310000,16,1640,6098,8,1/31/2019 0:00,2/8/2019 0:00,3/15/2019 0:00,304900,2005,ME201900316,2019
Sold,2165 Ramelli AVE ,93003,529000,529000,55,1402,6000,116,10/22/2018 0:00,2/15/2019 0:00,2/26/2019 0:00,549500,1966,CRV0-218013302,2019
Sold,90 Apache CIR ,95966,149000,149000,42,1200,6534,8,2/13/2019 0:00,2/21/2019 0:00,3/22/2019 0:00,149000,1979,ME201900445,2019
Sold,1095 E Meta ST ,93001,774900,800000,101,1028,5000,34,1/25/2019 0:00,2/28/2019 0:00,4/12/2019 0:00,774900,1920,CRV0-219000916,2019
Sold,9218 Holland AVE ,95938,284218,276500,49,1341,9148,51,1/9/2019 0:00,3/1/2019 0:00,3/29/2019 0:00,289218,1972,ME201900091,2019
Sold,3250 Glen AVE ,95966,200000,205000,59,1452,18731,5,3/1/2019 0:00,3/6/2019 0:00,4/24/2019 0:00,200000,1962,ME201900602,2019
Sold,3810 Hampton RD ,91107,1249000,1200000,73,2625,14019,24,2/12/2019 0:00,3/8/2019 0:00,3/22/2019 0:00,1249000,1948,CRP0-819000646,2019
Sold,1240 4th AVE ,95965,149000,153000,93,1132,5227,60,1/8/2019 0:00,3/9/2019 0:00,4/8/2019 0:00,149000,1928,ME201900077,2019
Sold,1432 Tehama AVE ,95965,205000,216000,84,1282,43996,3,3/12/2019 0:00,3/15/2019 0:00,4/22/2019 0:00,205000,1937,ME201900760,2019
Sold,1637 Tehama AVE ,95965,143000,145000,75,852,10890,8,3/8/2019 0:00,3/16/2019 0:00,6/3/2019 0:00,143000,1946,ME201900755,2019
Sold,2705 Oro Bangor HWY ,95966,165000,166500,76,1227,4792,76,1/2/2019 0:00,3/19/2019 0:00,4/29/2019 0:00,165000,1945,ME201900020,2019
Sold,1236 Lindale AVE ,95974,315000,315000,41,1742,10454,49,2/11/2019 0:00,4/1/2019 0:00,4/8/2019 0:00,315000,1980,ME201900532,2019
Sold,10833 Murchie Mine RD ,95959,689000,670000,42,2585,361548,52,2/9/2019 0:00,4/2/2019 0:00,4/9/2019 0:00,689000,1979,ME201900453,2019
Sold,6273 Merry WAY ,95930,198900,199000,43,1728,16553,268,7/8/2018 0:00,4/2/2019 0:00,5/31/2019 0:00,225000,1978,ME201802228,2019
Sold,450 Graham AVE ,93010,540000,528000,60,1208,7003,57,2/7/2019 0:00,4/5/2019 0:00,4/17/2019 0:00,540000,1961,CRV0-219001394,2019
Sold,250 Palomares AVE ,93003,749900,649000,68,2010,7290,14,3/25/2019 0:00,4/8/2019 0:00,4/26/2019 0:00,749900,1953,CRV0-219003358,2019
Sold,4841 Bruges AVE ,91364,1155000,1120000,62,2300,11400,88,1/16/2019 0:00,4/14/2019 0:00,4/29/2019 0:00,1195000,1959,CRV0-219000593,2019
Sold,396 Edgewood DR ,93015,574500,574500,6,2375,7668,63,2/13/2019 0:00,4/17/2019 0:00,5/6/2019 0:00,577000,2015,CRV0-219001670,2019
Sold,14049 Drexel DR ,95954,260000,250000,41,1560,10890,7,4/10/2019 0:00,4/17/2019 0:00,5/15/2019 0:00,260000,1980,ME201901205,2019
Sold,200 Lang ST ,93003,579000,590000,69,920,6730.02,35,3/17/2019 0:00,4/21/2019 0:00,5/2/2019 0:00,579000,1952,CRV0-219002987,2019
Sold,10 Alosta DR ,93010,798500,785525,72,2498,14266,245,8/20/2018 0:00,4/22/2019 0:00,5/1/2019 0:00,798500,1949,CRV0-218010733,2019
Sold,8144 Shaver ST ,93004,599900,600000,57,1354,6200,24,3/29/2019 0:00,4/22/2019 0:00,5/6/2019 0:00,599900,1964,CRV0-219003580,2019
Sold,14578 Colter WAY ,95954,365000,390000,15,2119,49223,37,3/18/2019 0:00,4/24/2019 0:00,4/25/2019 0:00,365000,2006,ME201900831,2019
Sold,358 S Santa Cruz ST ,93001,829000,805000,76,1664,6000,78,2/6/2019 0:00,4/25/2019 0:00,5/2/2019 0:00,879000,1945,CRV0-219001386,2019
Sold,11340 Macron ST ,92392,289900,289900,36,3001,43560,3,4/22/2019 0:00,4/25/2019 0:00,5/18/2019 0:00,289900,1985,CNSR19091680,2019
Sold,1629 Hammon AVE ,95966,405000,368000,51,3430,6970,88,1/29/2019 0:00,4/27/2019 0:00,6/12/2019 0:00,415000,1970,ME201900289,2019
Sold,2523 Tuolumne DR ,95973,399000,400000,30,1521,6970,3,4/25/2019 0:00,4/28/2019 0:00,5/24/2019 0:00,399000,1991,ME201901337,2019
Sold,3720 Cedarbend DR ,91214,1198000,1185000,63,1781,8932,29,3/31/2019 0:00,4/29/2019 0:00,5/7/2019 0:00,1198000,1958,CRP0-819001390,2019
Sold,651 Briergate ,94544,725000,725000,63,1408,6011,3,4/26/2019 0:00,4/29/2019 0:00,5/17/2019 0:00,725000,1958,ME201901341,2019
Sold,4146 Allott AVE ,91423,3095000,3180000,5,5093,7974,15,4/21/2019 0:00,5/6/2019 0:00,8/5/2019 0:00,3095000,2016,CNSR19086028,2019
Sold,10217 Carlyle ST ,93004,489500,489500,28,1319,3927,28,4/8/2019 0:00,5/6/2019 0:00,5/31/2019 0:00,489500,1993,CRV0-219004024,2019
Sold,3888 Cherokee RD ,95965,289000,289000,20,1560,485258,19,4/17/2019 0:00,5/6/2019 0:00,6/23/2019 0:00,299700,2001,ME201901215,2019
Sold,98 Calle Cinco De Mayo ,93022,519900,500000,65,989,7200,123,1/11/2019 0:00,5/14/2019 0:00,5/17/2019 0:00,524900,1956,CRV0-219000460,2019
Sold,73 Jatko RD ,95916,137500,132000,37,938,43560,17,5/1/2019 0:00,5/18/2019 0:00,6/20/2019 0:00,137500,1984,ME201901601,2019
Sold,1450 Whyler RD 10,95993,165000,165000,38,1272,3920,606,9/27/2017 0:00,5/26/2019 0:00,6/18/2019 0:00,169000,1983,ME201703214,2019
Sold,3091 Channel DR ,93003,614900,608000,66,1204,6044,89,3/1/2019 0:00,5/29/2019 0:00,6/14/2019 0:00,624900,1955,CRV0-219002247,2019
Sold,4 Vermillion CIR ,95928,379000,385500,43,1498,10454,7,5/24/2019 0:00,5/31/2019 0:00,6/21/2019 0:00,379000,1978,ME201901754,2019
Sold,9781 Esquon RD ,95938,429000,417000,101,1500,34848,23,5/12/2019 0:00,6/4/2019 0:00,7/30/2019 0:00,495000,1920,ME201901572,2019
Sold,6458 San Como LN ,93012,589900,580000,34,1650,7537,150,1/11/2019 0:00,6/10/2019 0:00,6/14/2019 0:00,589900,1987,CRV0-219000463,2019
Sold,3706 3rd AVE ,91214,619000,671000,97,898,3950,11,6/3/2019 0:00,6/14/2019 0:00,8/2/2019 0:00,619000,1924,CRP0-819002559,2019
Sold,10939 Pear Orchard WAY ,95959,569000,500000,40,3064,96268,134,2/3/2019 0:00,6/17/2019 0:00,6/18/2019 0:00,589000,1981,ME201900454,2019
Sold,1107 Ashbury CT ,93010,715000,670000,45,2381,7910,108,3/5/2019 0:00,6/21/2019 0:00,7/9/2019 0:00,749000,1976,CRV0-219002428,2019
Sold,828 Tehama AVE ,95965,179900,180000,74,976,25700,22,6/5/2019 0:00,6/27/2019 0:00,8/6/2019 0:00,179900,1947,ME201901926,2019
Sold,3159 Canyon Oaks TER ,95928,778000,778000,25,2652,23522,45,5/17/2019 0:00,7/1/2019 0:00,7/9/2019 0:00,778000,1996,ME201902375,2019
Sold,6230 Co Rd 7 ,95963,800000,710000,41,1718,3269178,3,6/28/2019 0:00,7/1/2019 0:00,9/19/2019 0:00,800000,1980,ME201902297,2019
Sold,14864 Glenwood DR ,95954,136000,130000,50,1152,10123,19,6/12/2019 0:00,7/1/2019 0:00,7/22/2019 0:00,136000,1971,ME201902041,2019
Sold,2365 Martinez Ct ,94547,599999,580000,36,1597,283140000,134,2/21/2019 0:00,7/5/2019 0:00,7/26/2019 0:00,660000,1985,ME201900575,2019
Sold,4771 Mascagni ST ,93003,732000,722000,22,2342,3653,14,6/25/2019 0:00,7/9/2019 0:00,8/13/2019 0:00,732000,1999,CRV0-219007806,2019
Sold,14533 Grinnell CT ,95954,329000,329000,13,2268,12632,20,6/24/2019 0:00,7/14/2019 0:00,8/12/2019 0:00,349000,2008,ME201902187,2019
Sold,230 California ST ,93060,389900,390000,96,1000,4680,52,5/24/2019 0:00,7/15/2019 0:00,8/14/2019 0:00,389900,1925,CRV0-219006339,2019
Sold,16832 Brewer RD ,95949,329900,325000,32,1337,60548,118,3/22/2019 0:00,7/18/2019 0:00,8/19/2019 0:00,329900,1989,ME201901832,2019
Sold,1730 Veatch ST ,95965,185000,185000,71,1064,7405,0,7/18/2019 0:00,7/18/2019 0:00,9/20/2019 0:00,185000,1950,ME201902502,2019
Sold,2843 Stormes AVE ,95966,80000,92000,65,1643,6098,1,7/18/2019 0:00,7/19/2019 0:00,8/15/2019 0:00,8075000,1956,ME201902514,2019
Sold,410 S G ST ,93030,624900,600000,103,1786,7000,101,4/12/2019 0:00,7/22/2019 0:00,7/29/2019 0:00,624900,1918,CRV0-219004406,2019
Sold,2540 V6 RD ,95966,475000,470400,42,1727,217800,0,7/22/2019 0:00,7/22/2019 0:00,8/16/2019 0:00,475000,1979,ME201902564,2019
Sold,1615 Alma ST ,95965,215000,231000,57,1384,13504,8,7/16/2019 0:00,7/24/2019 0:00,9/24/2019 0:00,215000,1964,ME201902480,2019
Sold,766 Thermalito AVE ,95965,239000,235000,44,1165,7405,23,7/2/2019 0:00,7/25/2019 0:00,11/20/2019 0:00,239000,1977,ME201902286,2019
Sold,2527 C ST ,95966,154700,155000,95,1008,4792,96,4/24/2019 0:00,7/29/2019 0:00,9/19/2019 0:00,154700,1926,ME201901315,2019
Sold,5279 Parkdale AVE ,95966,255000,250000,67,1179,4792,6,7/25/2019 0:00,7/31/2019 0:00,9/13/2019 0:00,255000,1954,ME201902602,2019
Sold,1712 Milton Rd ,94559,650000,640000,30,1958,8712,37,7/3/2019 0:00,8/9/2019 0:00,10/11/2019 0:00,650000,1991,ME201902304,2019
Sold,54 La Cresenta DR ,95965,230000,230000,70,1322,8712,30,7/10/2019 0:00,8/9/2019 0:00,10/14/2019 0:00,230000,1951,ME201902379,2019
Sold,1073 E Santa Clara ST ,93001,1274900,1205000,115,3396,7600,151,3/15/2019 0:00,8/13/2019 0:00,8/16/2019 0:00,1299900,1906,CRV0-219002961,2019
Sold,16 Sunflower LN ,95966,219900,219900,39,1512,43996,90,5/15/2019 0:00,8/13/2019 0:00,11/8/2019 0:00,239900,1982,ME201901630,2019
Sold,814 Redwood ST ,93033,484900,490000,66,1233,6129,30,7/19/2019 0:00,8/18/2019 0:00,8/23/2019 0:00,484900,1955,CRV0-219009004,2019
Sold,2425 Greentree CT ,95981,399000,415000,14,1551,10019,5,8/14/2019 0:00,8/19/2019 0:00,9/18/2019 0:00,399000,2007,ME201902830,2019
Sold,720 Hazel ST ,95928,210000,200000,78,696,2178,199,2/8/2019 0:00,8/26/2019 0:00,9/20/2019 0:00,250000,1943,ME201900386,2019
Sold,3161 Preble AVE ,93003,674900,658000,66,1359,5600,80,6/10/2019 0:00,8/29/2019 0:00,9/6/2019 0:00,674900,1955,CRV0-219007091,2019
Sold,3871 Golden Pond DR ,93012,835000,822500,16,3180,5693,49,7/12/2019 0:00,8/30/2019 0:00,9/10/2019 0:00,850000,2005,CRV0-219008728,2019
Sold,1117 Butte AVE ,95965,217657,217000,71,1099,17860,28,8/7/2019 0:00,9/4/2019 0:00,9/30/2019 0:00,219999,1950,ME201902879,2019
Sold,16261 Gledhill ST ,91343,599000,635000,64,1500,7031,9,8/27/2019 0:00,9/5/2019 0:00,10/8/2019 0:00,599000,1957,CNSR19205466,2019
Sold,1421 Little Grass Valley RD ,95981,260000,240000,43,1104,30492,52,7/18/2019 0:00,9/8/2019 0:00,10/28/2019 0:00,260000,1978,ME201902511,2019
Sold,2673 Fort Wayne ST ,95966,99000,90000,31,1040,4792,49,7/24/2019 0:00,9/11/2019 0:00,12/23/2019 0:00,119000,1990,ME201902492,2019
Sold,2400 Phar Lap ,95355,419900,410000,19,2247,8477,35,8/8/2019 0:00,9/12/2019 0:00,10/7/2019 0:00,449000,2002,ME201902860,2019
Sold,7236 2nd ST ,95673,275000,277000,61,1014,6534,25,8/19/2019 0:00,9/13/2019 0:00,10/17/2019 0:00,280000,1960,ME201902905,2019
Sold,75 Summer View DR ,95966,164900,164900,27,1110,44867,175,3/22/2019 0:00,9/13/2019 0:00,11/8/2019 0:00,225000,1994,ME201900899,2019
Sold,9437 Hollister ST ,93004,699900,695000,27,2359,6480,45,8/2/2019 0:00,9/16/2019 0:00,9/20/2019 0:00,699900,1994,CRV0-219009704,2019
Sold,4106 Thacher RD ,93023,4000000,3957000,121,3915,194277.6,186,3/15/2019 0:00,9/17/2019 0:00,10/3/2019 0:00,4000000,1900,CRV0-219004891,2019
Sold,1025 N Chester AVE ,91104,1250000,1181000,107,2186,8910,13,9/4/2019 0:00,9/17/2019 0:00,10/15/2019 0:00,1250000,1914,CRP0-819004097,2019
Sold,3760 Purple Martin RD ,95961,298900,298900,2,1292,6720,26,8/23/2019 0:00,9/18/2019 0:00,10/25/2019 0:00,298900,2019,ME201902967,2019
Sold,930 14th ST ,95965,185000,185000,77,1620,43560,0,9/24/2019 0:00,9/24/2019 0:00,10/24/2019 0:00,185000,1944,ME201903345,2019
Sold,2674 Lincoln AVE ,91001,685000,670000,59,1589,7540,56,8/2/2019 0:00,9/27/2019 0:00,9/27/2019 0:00,685000,1962,CRP0-819003610,2019
Sold,2321 Fairway CT ,93036,819000,785000,25,2312,11015,107,6/15/2019 0:00,9/30/2019 0:00,10/4/2019 0:00,865000,1996,CRV0-219007435,2019
Sold,15 Stringtown RD ,95966,379500,378800,49,1325,497455,24,9/6/2019 0:00,9/30/2019 0:00,11/22/2019 0:00,379900,1972,ME201903140,2019
Sold,4251 Browning DR ,93033,499900,510000,43,1675,6098,77,7/16/2019 0:00,10/1/2019 0:00,10/31/2019 0:00,499900,1978,CRV0-219011783,2019
Sold,60 James DR ,93001,450000,425000,25,1461,5392,438,7/20/2018 0:00,10/1/2019 0:00,10/1/2019 0:00,499000,1996,CRV0-219010175,2019
Sold,2953 San Verbena WAY ,95973,379900,374000,58,1429,16117,6,9/25/2019 0:00,10/1/2019 0:00,10/28/2019 0:00,379900,1963,ME201903311,2019
Sold,3885 Oro Bangor HWY ,95966,399000,335500,56,2029,239580,74,7/19/2019 0:00,10/1/2019 0:00,10/24/2019 0:00,499000,1965,ME201902581,2019
Sold,2222 Bernina ,93222,379000,364000,30,2464,9879,3,10/5/2019 0:00,10/8/2019 0:00,11/15/2019 0:00,379000,1991,CNSR19236689,2019
Sold,33 Highlands BLVD ,95966,270000,270000,60,1560,12197,19,9/27/2019 0:00,10/16/2019 0:00,11/15/2019 0:00,270000,1961,ME201903397,2019
Sold,11380 Buckeye CIR ,95946,329000,315000,43,1660,16988,111,7/1/2019 0:00,10/20/2019 0:00,11/22/2019 0:00,349000,1978,ME201902278,2019
Sold,2558 Oak Knoll WAY ,95966,214900,218000,64,1104,21780,16,10/4/2019 0:00,10/20/2019 0:00,12/6/2019 0:00,214900,1957,ME201903483,2019
Sold,1215 Rice AVE ,95974,215000,215000,42,1152,8276,85,7/30/2019 0:00,10/23/2019 0:00,12/3/2019 0:00,215000,1979,ME201902650,2019
Sold,1485 Church ST ,93001,1249900,1249900,93,1879,5700,32,9/23/2019 0:00,10/25/2019 0:00,11/15/2019 0:00,1249900,1928,CRV0-219011791,2019
Sold,758 Bird ST ,95965,249900,240000,96,1683,6534,6,10/23/2019 0:00,10/29/2019 0:00,11/8/2019 0:00,249900,1925,ME201903605,2019
Sold,1841 S F ST ,93033,499900,507000,62,1120,6491,18,10/14/2019 0:00,11/1/2019 0:00,11/8/2019 0:00,499900,1959,CRV0-219012638,2019
Sold,45614 10th ST ,93534,234432,239000,65,1320,6050,8,10/25/2019 0:00,11/2/2019 0:00,12/11/2019 0:00,234432,1956,CNSR19251829,2019
Sold,417 N G ST ,93030,489900,475000,63,1380,6000,236,3/15/2019 0:00,11/6/2019 0:00,11/14/2019 0:00,524900,1958,CRV0-219002942,2019
Sold,15903 Tulare Bend ,96021,125000,120000,19,1352,43560,0,11/6/2019 0:00,11/6/2019 0:00,2/20/2020 0:00,125000,2002,ME201903754,2019
Sold,2351 C ST ,95966,139999,147000,100,912,4792,41,9/27/2019 0:00,11/7/2019 0:00,12/11/2019 0:00,159999,1921,ME201903402,2019
Sold,3324 Wedgewood LN ,95973,378000,372500,24,1652,6098,38,10/3/2019 0:00,11/10/2019 0:00,12/6/2019 0:00,392888,1997,ME201903370,2019
Sold,20 Valley View DR ,93022,759000,745000,71,2368,10057,49,9/26/2019 0:00,11/14/2019 0:00,11/22/2019 0:00,759000,1950,CRV0-219011934,2019
Sold,208 Carrizo ST ,93023,599000,641000,49,1209,9000,17,10/29/2019 0:00,11/15/2019 0:00,11/22/2019 0:00,599000,1972,CRV0-219013177,2019
Sold,276 Oregon Gulch Road ,95965,315000,317000,40,1758,389862,7,11/13/2019 0:00,11/20/2019 0:00,2/4/2020 0:00,315000,1981,ME201903914,2019
Sold,3722 Belmont LN ,93036,818000,818000,17,2623,7381,110,8/9/2019 0:00,11/27/2019 0:00,11/27/2019 0:00,829000,2004,CRV0-219009961,2019
Sold,11311 Winding WAY ,95930,199900,198000,41,1728,18731,234,4/13/2019 0:00,12/3/2019 0:00,1/9/2020 0:00,239000,1980,ME201901150,2019
Sold,2467 A ST ,95966,95000,87000,84,956,9583,59,10/7/2019 0:00,12/5/2019 0:00,12/10/2019 0:00,95000,1937,ME201903506,2019
Sold,11262 Winding WAY ,95930,130000,117500,49,1056,17424,35,11/8/2019 0:00,12/13/2019 0:00,1/27/2020 0:00,130000,1972,ME202000264,2019
Sold,2408 St. Pauls CT ,95355,464250,455000,15,2340,7266,42,11/7/2019 0:00,12/19/2019 0:00,1/17/2020 0:00,472500,2006,ME201903964,2019
Sold,1800 Dunlap Place ,95776,515000,500000,6,2206,6865,8,12/12/2019 0:00,12/20/2019 0:00,2/28/2020 0:00,515000,2015,ME201904143,2019
Sold,4044 Cliffrose AVE ,93021,769000,765000,36,3069,6900,29,11/24/2019 0:00,12/23/2019 0:00,12/24/2019 0:00,769000,1985,CRV0-219014072,2019
Sold,112 W 19th ST ,95928,309000,275000,116,1440,6970,108,9/6/2019 0:00,12/23/2019 0:00,1/23/2020 0:00,325000,1905,ME201903126,2019
Sold,104 W Center ST ,93001,499900,518275,95,912,4666,34,11/20/2019 0:00,12/24/2019 0:00,1/22/2020 0:00,499900,1926,CRV0-219013987,2019
Sold,628 Mahoney AVE ,93022,574900,565000,74,936,18050,74,10/14/2019 0:00,12/27/2019 0:00,1/7/2020 0:00,574900,1947,CRV0-219012640,2019
Sold,744 E Avenue J11 ,93535,290000,290000,32,1855,7021,30,12/3/2019 0:00,1/2/2020 0:00,2/13/2020 0:00,290000,1989,CNSR19275161,2020
Sold,33 Lava Rock DR ,95928,719900,690000,3,2515,45302,64,11/1/2019 0:00,1/4/2020 0:00,1/29/2020 0:00,749900,2018,ME201903782,2020
Sold,4113 Galapagos WAY ,93035,785000,777500,13,2851,4100,194,7/3/2019 0:00,1/13/2020 0:00,1/24/2020 0:00,825000,2008,CRV0-219009129,2020
Sold,51 Redbird CT ,95966,299000,295000,38,2084,505732,115,9/20/2019 0:00,1/13/2020 0:00,5/22/2020 0:00,349000,1983,ME201903375,2020
Sold,1059 Nevada AVE ,95965,199000,180000,76,3572,9583,157,8/13/2019 0:00,1/17/2020 0:00,2/18/2020 0:00,219000,1945,ME201903468,2020
Sold,165 E Barnett ST ,93001,649900,655000,95,1250,6987,76,11/8/2019 0:00,1/23/2020 0:00,1/23/2020 0:00,649900,1926,CRV0-219013567,2020
Sold,779 Halie CT ,95973,415000,409500,41,1630,12632,41,12/20/2019 0:00,1/30/2020 0:00,2/26/2020 0:00,430000,1980,ME201904195,2020
Sold,14 Maple LN ,95966,138500,138500,13,713,308405,0,1/30/2020 0:00,1/30/2020 0:00,2/13/2020 0:00,138500,2008,ME202000329,2020
Sold,22719 Coral WAY ,91390,695000,695000,33,2214,6149,4,1/31/2020 0:00,2/4/2020 0:00,3/27/2020 0:00,695000,1988,CNSR20022334,2020
Sold,1600 Woodcrest Lane ,95355,379900,379000,30,2308,5706,18,1/17/2020 0:00,2/4/2020 0:00,2/28/2020 0:00,379900,1991,ME202000165,2020
Sold,3951 D ST ,95819,879000,840000,100,1299,4200,86,11/16/2019 0:00,2/10/2020 0:00,4/27/2020 0:00,899000,1921,ME201903953,2020
Sold,777 Gardella AVE ,95965,110500,105000,114,848,5663,96,11/8/2019 0:00,2/12/2020 0:00,3/3/2020 0:00,159000,1907,ME201903858,2020
Sold,196 Riverview DR ,95966,289000,240000,63,1945,159865,190,8/10/2019 0:00,2/16/2020 0:00,2/25/2020 0:00,350000,1958,ME201903292,2020
Sold,1776 Bridget AVE ,93065,580000,550000,54,2695,6500,140,10/1/2019 0:00,2/18/2020 0:00,2/18/2020 0:00,599000,1967,CRV0-219012162,2020
Sold,204 Fox ST ,93023,689000,700000,12,1000,5250,39,1/16/2020 0:00,2/24/2020 0:00,2/29/2020 0:00,689000,2009,CRV0-220000589,2020
Sold,2586 Tinsel Trail ,95634,350000,350000,17,2607,256133,245,6/24/2019 0:00,2/24/2020 0:00,3/25/2020 0:00,435000,2004,ME201902164,2020
Sold,2141 Pamela ST ,93036,509000,515000,55,2202,6715,24,2/4/2020 0:00,2/28/2020 0:00,4/6/2020 0:00,509000,1966,CRV0-220004205,2020
Sold,1523 Norden WAY ,95695,399900,400000,49,1482,6534,3,2/29/2020 0:00,3/3/2020 0:00,4/7/2020 0:00,399900,1972,ME202000686,2020
Sold,3864 Hildale AVE ,95966,299000,300000,58,1614,26572,33,1/31/2020 0:00,3/4/2020 0:00,4/3/2020 0:00,299000,1963,ME202000355,2020
Sold,1449 Olive Grove LN ,95965,219000,203500,44,1368,16117,33,1/31/2020 0:00,3/4/2020 0:00,3/27/2020 0:00,229000,1977,ME202000339,2020
Sold,13801 Green Mountain ,96003,399000,415000,16,1763,219542,2,3/4/2020 0:00,3/6/2020 0:00,3/16/2020 0:00,399000,2005,ME202000792,2020
Sold,3330 Fallbrook AVE ,95966,166000,166000,62,951,4792,10,2/28/2020 0:00,3/9/2020 0:00,4/24/2020 0:00,159900,1959,ME202000712,2020
Sold,112 Wormwood ST ,93023,649900,643000,43,1309,8112,53,1/17/2020 0:00,3/10/2020 0:00,4/24/2020 0:00,649900,1978,CRV0-220000621,2020
Sold,16 Leslie LN ,95966,249900,249900,45,1776,6534,139,10/23/2019 0:00,3/10/2020 0:00,4/23/2020 0:00,298900,1976,ME201903735,2020
Sold,135 Windfall WAY ,95966,400000,362400,16,1600,629878,36,2/4/2020 0:00,3/11/2020 0:00,4/1/2020 0:00,450000,2005,ME202000392,2020
Sold,6216 Cannon CT ,95954,245000,239000,30,1441,10890,9,3/3/2020 0:00,3/12/2020 0:00,4/24/2020 0:00,245000,1991,ME202000735,2020
Sold,2441 Rose LN ,93012,1275000,1280000,59,3044,87120,69,1/7/2020 0:00,3/16/2020 0:00,3/17/2020 0:00,1275000,1962,CRV0-220000264,2020
Sold,3260 Burlington AVE ,95966,220500,195000,45,1312,4792,90,12/21/2019 0:00,3/20/2020 0:00,4/8/2020 0:00,220000,1976,ME201904204,2020
Sold,91 Ridge WAY ,95966,299000,310000,42,1515,37462,6,3/20/2020 0:00,3/26/2020 0:00,4/17/2020 0:00,299000,1979,ME202000978,2020
Sold,1340 Mcnell RD ,93023,3500000,3000000,131,1509,708127,117,12/5/2019 0:00,3/31/2020 0:00,3/31/2020 0:00,3500000,1890,CRV0-219014345,2020
Sold,114 Grand AVE ,95965,215000,222500,30,1606,17424,97,12/26/2019 0:00,4/1/2020 0:00,6/12/2020 0:00,286000,1991,ME201904224,2020
Sold,1139 2nd ST ,95648,159900,160000,121,1032,10454,5,3/27/2020 0:00,4/1/2020 0:00,5/19/2020 0:00,159900,1900,ME202001051,2020
Sold,11633 County Road 56 ,96101,172500,172500,43,1344,934362,892,10/25/2017 0:00,4/4/2020 0:00,5/27/2020 0:00,290000,1978,ME201703531,2020
Sold,1768 Swedes Flat RD ,95914,295000,280000,32,1200,217800,8,3/30/2020 0:00,4/7/2020 0:00,5/15/2020 0:00,295000,1989,ME202001076,2020
Sold,2115 4th ST ,95965,225000,218000,75,1436,15682,39,2/28/2020 0:00,4/7/2020 0:00,6/12/2020 0:00,229900,1946,ME202000715,2020
Sold,1520 Patricia ST ,93030,619000,630000,52,1863,6371,37,3/3/2020 0:00,4/9/2020 0:00,4/10/2020 0:00,619000,1969,CRV0-220002414,2020
Sold,1101 E Mendocino ST ,91001,979000,950000,57,1646,7480,37,3/10/2020 0:00,4/16/2020 0:00,4/23/2020 0:00,979000,1964,CRP0-820000989,2020
Sold,21525 S Powerhouse ,96059,189000,190000,82,1530,130680,0,4/16/2020 0:00,4/16/2020 0:00,6/16/2020 0:00,189000,1939,ME202001206,2020
Sold,2590 Oro Garden Ranch RD ,95966,285000,288000,56,1956,90605,9,4/8/2020 0:00,4/17/2020 0:00,6/12/2020 0:00,285000,1965,ME202001135,2020
