MLS_Number,Street_Address,City,Zip_Code,county,County_Index,SqFtTotal,Lot_Size,Age,BathsTotal,BedsTotal,BathsFull,BathsHalf,DOM,Year_List,Year_Sold,List_Price,Sale_Price,Listing_Date,Sale_Date,Year_Built
CNSR21107438,27508 Natalie WAY ,Saugus,91350,Los Angeles,0,2080,5421,33,3,3,2,1,8,2021,2021,675000,745000,5/19/2021 0:00,5/27/2021 0:00,1988
ME221053848,3624 Pomo LN ,Modesto,95356,Stanislaus,12,1358,6007,46,2,3,2,0,5,2021,2021,379900,380000,5/19/2021 0:00,5/24/2021 0:00,1975
BE40950736,5319 Charlotte Way ,Livermore,94550,Alameda,8,1588,6200,51,2,3,2,0,8,2021,2021,949950,1020000,5/20/2021 0:00,5/28/2021 0:00,1970
CRPW21096520,3049 Pattiz AVE ,Long Beach,90808,Los Angeles,0,1383,6282,67,1,3,1,0,20,2021,2021,1150000,1255000,5/5/2021 0:00,5/25/2021 0:00,1954
ME221052394,2853 Mccloud WAY ,Roseville,95747,Placer,9,2084,7379,19,2,3,2,0,5,2021,2021,665000,700000,5/20/2021 0:00,5/25/2021 0:00,2002
BA321042388,891 Fall River TRL ,Vacaville,95687,Solano,16,1979,7212,32,2,4,2,0,6,2021,2021,550000,600000,5/24/2021 0:00,5/30/2021 0:00,1989
CRCV21110134,14357 Cerecita DR ,Whittier,90604,Los Angeles,0,2135,12247,72,3,4,3,0,4,2021,2021,849900,872500,5/21/2021 0:00,5/25/2021 0:00,1949
EB40951774,1816 Dolphin Ct ,Discovery Bay,94505,Contra Costa,6,2059,7139,36,3,3,3,0,0,2021,2021,890000,890000,5/27/2021 0:00,5/27/2021 0:00,1985
CC40950973,1020 Circle Creek Ln ,Lafayette,94549,Contra Costa,6,1599,8200,68,2,4,2,0,3,2021,2021,1249000,1460000,5/21/2021 0:00,5/24/2021 0:00,1953
CRWS21115494,529 Smith LN ,West Covina,91791,Los Angeles,0,1850,3769,5,3,3,2,1,2,2021,2021,800000,810000,5/26/2021 0:00,5/28/2021 0:00,2016
EB40950540,1955 Rose Ln ,Pleasant Hill,94523,Contra Costa,6,1040,7875,71,1,3,1,0,1,2021,2021,714950,755500,5/19/2021 0:00,5/20/2021 0:00,1950
ME221056539,3406 Terrace PL ,Rocklin,95765,Placer,9,1577,7919,34,2,3,2,0,4,2021,2021,535000,545000,5/23/2021 0:00,5/27/2021 0:00,1987
ME221058889,10535 Rubicon CT ,Grass Valley,95949,Nevada,27,2479,9148,6,3,3,2,1,1,2021,2021,680000,680000,3/5/2021 0:00,3/6/2021 0:00,2015
BE40952048,892 Camrose Ct ,Gilroy,95020,Santa Clara,7,2652,5192,16,3,3,2,1,0,2021,2021,995000,995000,5/28/2021 0:00,5/28/2021 0:00,2005
CRNDP2105703,42100 Southern Hills DR ,Temecula,92591,Riverside,1,2470,6534,22,3,3,2,1,3,2021,2021,579000,579000,5/22/2021 0:00,5/25/2021 0:00,1999
BE40951499,15351 Farnsworth St ,San Leandro,94579,Alameda,8,1426,5777,66,2,3,2,0,5,2021,2021,848800,930000,5/25/2021 0:00,5/30/2021 0:00,1955
CRSB21109047,973 Thicket DR ,Carson,90746,Los Angeles,0,1742,3703,17,3,3,3,0,24,2021,2021,724998,830000,5/4/2021 0:00,5/28/2021 0:00,2004
CRAR21104682,992 Kempton AVE ,Monterey Park,91755,Los Angeles,0,1294,6268,68,2,3,1,1,11,2021,2021,788000,848888,5/16/2021 0:00,5/27/2021 0:00,1953
EB40950298,2921 E Cypress Road ,Oakley,94561,Contra Costa,6,3425,43560,59,4,4,3,1,7,2021,2021,900000,900000,5/19/2021 0:00,5/26/2021 0:00,1962
ME221054724,5501 Greenoaks DR ,Riverbank,95367,Stanislaus,12,1238,5550,25,2,3,2,0,7,2021,2021,380000,405000,5/20/2021 0:00,5/27/2021 0:00,1996
CC40951349,2088 E 3Rd St ,Benicia,94510,Solano,16,736,7020,43,1,1,1,0,0,2021,2021,459000,500000,5/27/2021 0:00,5/27/2021 0:00,1978
CNSR21108819,44048 Higbee AVE ,Lancaster,93534,Los Angeles,0,1352,6126,68,2,4,1,1,5,2021,2021,365000,365000,5/20/2021 0:00,5/25/2021 0:00,1953
CRIG21107993,25076 Catkin ST ,Corona,92883,Riverside,1,4187,7841,17,3,5,3,0,3,2021,2021,699999,740000,5/21/2021 0:00,5/24/2021 0:00,2004
ML81844536,4301 Alum Rock AVE ,San Jose,95127,Santa Clara,7,946,5051,101,1,2,1,0,8,2021,2021,749900,850000,5/18/2021 0:00,5/26/2021 0:00,1920
BE40950225,6737 Hanover Dr ,San Jose,95129,Santa Clara,7,1757,7040,64,3,3,2,1,7,2021,2021,2299000,2720000,5/19/2021 0:00,5/26/2021 0:00,1957
ME221051636,1831 Andover LN ,Lincoln,95648,Placer,9,2065,10990,20,3,2,2,1,4,2021,2021,649000,734225,5/25/2021 0:00,5/29/2021 0:00,2001
CRSW21108323,29166 Sunswept DR ,Lake Elsinore,92530,Riverside,1,1549,4791,17,2,3,2,0,0,2021,2021,470000,470000,4/1/2021 0:00,4/1/2021 0:00,2004
CRIV21107208,5950 Roosevelt DR ,Fontana,92336,San Bernardino,3,2648,6223,18,3,4,2,1,7,2021,2021,599910,645000,5/19/2021 0:00,5/26/2021 0:00,2003
CRNDP2105704,3066 Dove ST ,San Diego,92103,San Diego,5,1794,7700,62,2,3,2,0,28,2021,2021,1175000,1095000,4/28/2021 0:00,5/26/2021 0:00,1959
BA321042783,1632 Hillview TER ,Santa Rosa,95405,Sonoma,20,1376,8076,60,2,3,2,0,1,2021,2021,625000,625000,4/15/2021 0:00,4/16/2021 0:00,1961
CRLC21102807,4742 Pauline PL ,Kelseyville,95451,Lake,29,1424,7747,30,2,3,2,0,1,2021,2021,335000,335000,5/17/2021 0:00,5/18/2021 0:00,1991
ML81844403,506 Encino DR ,Aptos,95003,Santa Cruz,25,1157,11326,44,2,2,2,0,7,2021,2021,755000,775000,5/18/2021 0:00,5/25/2021 0:00,1977
SF421554819,376 Arroyo DR ,South San Francisco,94080,San Mateo,13,1110,6200,65,2,3,2,0,8,2021,2021,1198000,1300000,5/20/2021 0:00,5/28/2021 0:00,1956
CRCV21112576,16576 El Revino DR ,Fontana,92336,San Bernardino,3,1936,7707,16,3,3,2,1,3,2021,2021,585000,585000,5/25/2021 0:00,5/28/2021 0:00,2005
TM21-733730,48 Hackamore LN ,,91307,Los Angeles,0,6238,43560,31,8,8,8,0,11,2021,2021,2875000,2880000,5/19/2021 0:00,5/30/2021 0:00,1990
ME221052584,1132 River Rock ,Folsom,95630,Sacramento,4,2797,10598,36,3,4,2,1,3,2021,2021,705000,735000,5/21/2021 0:00,5/24/2021 0:00,1985
CRP1-4731,3316 Castera AVE ,Glendale,91208,Los Angeles,0,1674,6824,89,1,3,1,0,9,2021,2021,1150000,1400000,5/14/2021 0:00,5/23/2021 0:00,1932
CNSR21119215,19426 Castille LN ,Saugus,91350,Los Angeles,0,1964,9046,8,2,3,2,0,3,2021,2021,725000,775000,4/18/2021 0:00,4/21/2021 0:00,2013
CRBB21106071,10300 Penrose ST ,Sun Valley,91352,Los Angeles,0,2034,18744,59,1,3,1,0,17,2021,2021,1225000,1255000,5/10/2021 0:00,5/27/2021 0:00,1962
TM21-734442,5708 W 76Th ST ,Los Angeles,90045,Los Angeles,0,1250,6357,74,1,3,1,0,6,2021,2021,1150000,1150000,5/20/2021 0:00,5/26/2021 0:00,1947
CROC21105328,25752 Encanto CT ,Laguna Hills,92653,Orange,2,1768,9600,43,2,3,2,0,2,2021,2021,975000,1225000,5/17/2021 0:00,5/19/2021 0:00,1978
CROC21105575,37 Parkcrest ,Irvine,92620,Orange,2,2597,4664,24,4,4,3,1,0,2021,2021,1550000,1580000,4/25/2021 0:00,4/25/2021 0:00,1997
CRIG21108086,6017 Belle AVE ,Buena Park,90620,Orange,2,1032,6600,52,2,3,1,1,2,2021,2021,650000,715000,5/21/2021 0:00,5/23/2021 0:00,1969
CRNDP2105504,3396 Lookout Plc ,San Marcos,92078,San Diego,5,1646,4643,25,3,4,2,1,24,2021,2021,799000,799000,4/30/2021 0:00,5/24/2021 0:00,1996
CRSW21106163,4526 Trotter DR ,Hemet,92545,Riverside,1,2457,7405,14,2,3,2,0,0,2021,2021,390000,418000,5/27/2021 0:00,5/27/2021 0:00,2007
ML81845757,2914 Manda DR ,San Jose,95124,Santa Clara,7,1515,5414,67,2,4,2,0,2,2021,2021,1349000,1485000,5/28/2021 0:00,5/30/2021 0:00,1954
BE40949837,1473 Kolln St ,Pleasanton,94566,Alameda,8,1159,6500,56,2,3,2,0,5,2021,2021,1080000,1200000,5/20/2021 0:00,5/25/2021 0:00,1965
CNSR21107927,3642 E Avenue R11 ,Palmdale,93550,Los Angeles,0,1144,4297,37,2,3,2,0,8,2021,2021,340000,390000,5/17/2021 0:00,5/25/2021 0:00,1984
CRSW21105571,2638 Clearcrest LN ,Fallbrook,92028,San Diego,5,2861,21780,21,2,3,2,0,6,2021,2021,888000,900000,5/17/2021 0:00,5/23/2021 0:00,2000
CNSR21105552,7618 Stewart And Gray RD ,Downey,90241,Los Angeles,0,1472,7940,83,2,3,2,0,7,2021,2021,750000,805000,5/17/2021 0:00,5/24/2021 0:00,1938
CRIV21106401,5760 Alta Vista WAY ,Fontana,92336,San Bernardino,3,1755,5400,20,3,3,2,1,5,2021,2021,555000,575000,5/18/2021 0:00,5/23/2021 0:00,2001
CREV21111457,27324 Pinewood DR ,Lake Arrowhead,92352,San Bernardino,3,1344,13750,52,2,3,2,0,0,2021,2021,615000,615000,5/24/2021 0:00,5/24/2021 0:00,1969
BE40950888,14 W Whittier Ave ,Tracy,95376,San Joaquin,10,1751,5000,73,1,4,1,0,5,2021,2021,499990,540000,5/20/2021 0:00,5/25/2021 0:00,1948
CRSW21097339,852 Rubi CT ,San Jacinto,92583,Riverside,1,2418,5663,30,3,4,3,0,21,2021,2021,405000,395000,5/6/2021 0:00,5/27/2021 0:00,1991
CREV21107390,27509 West Shore RD ,Lake Arrowhead,92352,San Bernardino,3,2328,10290,48,3,4,3,0,7,2021,2021,1650000,1550000,5/19/2021 0:00,5/26/2021 0:00,1973
CRJT21106085,66326 Avenida Cadena ,Desert Hot Springs,92240,Riverside,1,1605,7405,18,2,4,2,0,1,2021,2021,345000,361000,5/18/2021 0:00,5/19/2021 0:00,2003
BA321063410,43 Willow AVE ,Ross,94957,Marin,15,2594,11400,33,2,4,2,0,9,2021,2021,3995000,4500000,5/19/2021 0:00,5/28/2021 0:00,1988
CREV21104668,379 Sunrise AVE ,Banning,92220,Riverside,1,1595,6970,76,1,3,1,0,4,2021,2021,325000,304500,5/16/2021 0:00,5/20/2021 0:00,1945
CRPW21102665,13162 Shasta WAY ,Santa Ana,92705,Orange,2,1592,8300,57,2,3,2,0,8,2021,2021,915000,985000,5/17/2021 0:00,5/25/2021 0:00,1964
CROC21116000,18 Anacapa ,Aliso Viejo,92656,Orange,2,3337,6133,8,5,4,4,1,0,2021,2021,1975000,1975000,5/29/2021 0:00,5/29/2021 0:00,2013
CRSW21103781,26701 Elsa CT ,Hemet,92544,Riverside,1,1396,7841,52,2,3,2,0,10,2021,2021,349999,380000,5/14/2021 0:00,5/24/2021 0:00,1969
ME221053688,5661 La Campana ,Sacramento,95822,Sacramento,4,805,5502,71,1,2,1,0,3,2021,2021,355000,375000,5/21/2021 0:00,5/24/2021 0:00,1950
ME221053700,103 Greenwood DR ,Woodland,95695,Yolo,26,1767,10125,58,3,3,2,1,9,2021,2021,509000,540000,5/19/2021 0:00,5/28/2021 0:00,1963
ME221054464,4404 Bluff Creek DR ,Modesto,95355,Stanislaus,12,1740,6098,33,3,3,2,1,4,2021,2021,469000,489000,5/19/2021 0:00,5/23/2021 0:00,1988
ML81844938,1297 Hester AVE ,San Jose,95126,Santa Clara,7,1068,5708,105,2,3,2,0,4,2021,2021,1115000,1300000,5/20/2021 0:00,5/24/2021 0:00,1916
TM21-734026,3412 Troy DR ,Los Angeles,90068,Los Angeles,0,1379,4748,67,2,3,2,0,7,2021,2021,1189000,1300000,5/20/2021 0:00,5/27/2021 0:00,1954
CC40951046,1 Crane Ct ,Orinda,94563,Contra Costa,6,2575,14000,70,3,4,3,0,5,2021,2021,1950000,2450000,5/23/2021 0:00,5/28/2021 0:00,1951
ML81844260,2 Lysette CT ,Seaside,93955,Monterey,24,1247,6534,54,2,3,2,0,3,2021,2021,825000,795000,5/17/2021 0:00,5/20/2021 0:00,1967
CNSR21106110,2085 Shadow Creek DR ,Agoura Hills,91301,Los Angeles,0,5412,108255,14,5,4,5,0,9,2021,2021,2795000,3007500,5/18/2021 0:00,5/27/2021 0:00,2007
ME221074865,530 Waterfowl WAY ,Williams,95987,Colusa,38,1510,6970,18,2,3,2,0,1,2021,2021,325000,325000,5/11/2021 0:00,5/12/2021 0:00,2003
ME221054225,2105 Manitoba CT ,Modesto,95356,Stanislaus,12,2223,6835,32,3,4,2,1,7,2021,2021,519000,550000,5/20/2021 0:00,5/27/2021 0:00,1989
ME221059377,7041 Petersborough WAY ,Roseville,95747,Placer,9,2498,9239,20,3,4,2,1,1,2021,2021,710000,760000,5/28/2021 0:00,5/29/2021 0:00,2001
CRNP21112619,424 9th ST ,Huntington Beach,92648,Orange,2,2951,2938,16,5,3,3,2,0,2021,2021,1855000,1855000,5/25/2021 0:00,5/25/2021 0:00,2005
ML81845551,4152 Partridge DR ,San Jose,95121,Santa Clara,7,1649,8175,54,2,4,2,0,6,2021,2021,1299000,1430000,5/24/2021 0:00,5/30/2021 0:00,1967
ME221054927,1116 Saint Clair PL ,Tracy,95304,San Joaquin,10,2145,5776,18,2,4,2,0,5,2021,2021,685000,715000,5/20/2021 0:00,5/25/2021 0:00,2003
ME221054626,9051 Petite Sirah WAY ,Sacramento,95829,Sacramento,4,2001,7135,32,3,4,2,1,7,2021,2021,549900,578000,5/20/2021 0:00,5/27/2021 0:00,1989
ME221053104,2566 aimonetti ,Sacramento,95833,Sacramento,4,1314,1869,15,3,3,2,1,8,2021,2021,389000,445000,5/18/2021 0:00,5/26/2021 0:00,2006
ML81844990,260 Encinal AVE ,Menlo Park,94025,San Mateo,13,3040,9438,54,3,4,2,1,5,2021,2021,3995000,4720000,5/21/2021 0:00,5/26/2021 0:00,1967
CRWS21104945,12481 Melon DR ,Rancho Cucamonga,91739,San Bernardino,3,2194,7208,11,3,3,2,1,11,2021,2021,778000,805000,5/17/2021 0:00,5/28/2021 0:00,2010
CNSR21103330,2548 Sycamore LN ,Palmdale,93551,Los Angeles,0,2368,8151,31,3,4,3,0,5,2021,2021,494900,540000,5/21/2021 0:00,5/26/2021 0:00,1990
BA321024737,1913 Minnesota ST ,Fairfield,94533,Solano,16,1081,5663,62,2,3,2,0,5,2021,2021,450000,490000,5/21/2021 0:00,5/26/2021 0:00,1959
CRCV21109413,2425 Tokay Rd ,Phelan,92371,San Bernardino,3,3800,100188,15,3,4,3,0,8,2021,2021,499000,540000,5/21/2021 0:00,5/29/2021 0:00,2006
CRIV21104258,6297 Long Cove DR ,Fontana,92336,San Bernardino,3,2320,4000,16,3,3,2,1,10,2021,2021,590000,600000,5/14/2021 0:00,5/24/2021 0:00,2005
CNSR21108040,10329 Aldea AVE ,Granada Hills,91344,Los Angeles,0,1972,7590,65,1,4,1,0,7,2021,2021,749000,742000,5/19/2021 0:00,5/26/2021 0:00,1956
CRNDP2105563,4656 Lyric Lane ,San Diego,92117,San Diego,5,3043,6400,21,4,6,3,1,3,2021,2021,1200000,1300000,5/20/2021 0:00,5/23/2021 0:00,2000
CRSN21108185,213 Crater Lake DR ,Chico,95973,Butte,11,2104,8276,17,3,4,3,0,4,2021,2021,585000,650000,5/20/2021 0:00,5/24/2021 0:00,2004
CRIV21104205,16748 Kettenburg LN ,Moreno Valley,92551,Riverside,1,1387,6970,33,2,3,2,0,11,2021,2021,389000,410000,5/15/2021 0:00,5/26/2021 0:00,1988
CRSW21108735,17709 Camino San Simeon ,Moreno Valley,92551,Riverside,1,2541,4792,16,3,4,2,1,4,2021,2021,480000,525000,5/21/2021 0:00,5/25/2021 0:00,2005
ML81844820,3138 Tuscolana WAY ,San Jose,95125,Santa Clara,7,1489,1350,18,3,3,2,1,6,2021,2021,1050000,1190000,5/20/2021 0:00,5/26/2021 0:00,2003
BE40950122,138 Vienna DR ,Milpitas,95035,Santa Clara,7,2097,6000,43,3,4,2,1,10,2021,2021,1588888,1805000,5/17/2021 0:00,5/27/2021 0:00,1978
CC40951231,3425 Wren Ave ,Concord,94519,Contra Costa,6,1211,16125,58,2,3,2,0,0,2021,2021,589000,650000,5/22/2021 0:00,5/22/2021 0:00,1963
EB40950606,2455 Highland Ave ,Oakland,94606,Alameda,8,1160,5600,103,1,2,1,0,7,2021,2021,598000,651000,5/19/2021 0:00,5/26/2021 0:00,1918
CNSR21106226,27746 Kristin LN ,Saugus,91350,Los Angeles,0,1632,4788,28,3,3,2,1,8,2021,2021,710000,710000,5/17/2021 0:00,5/25/2021 0:00,1993
ME202003611,10132 Texas Hill RD ,Oregon House,95962,Yuba,18,2168,294466,19,2,3,2,0,34,2020,2021,425000,415000,12/30/2020 0:00,2/2/2021 0:00,2002
CRMD21113568,42155 Long Hollow DR ,Coarsegold,93614,Madera,28,2385,58806,34,3,3,2,1,6,2021,2021,477000,477000,5/23/2021 0:00,5/29/2021 0:00,1987
CROC21094053,6551 Walton DR ,Huntington Beach,92647,Orange,2,1368,6888,57,1,4,1,0,25,2021,2021,789000,789000,5/2/2021 0:00,5/27/2021 0:00,1964
CRIV21107860,12925 Westbury DR ,Moreno Valley,92553,Riverside,1,978,7841,37,2,2,2,0,9,2021,2021,349999,385000,5/19/2021 0:00,5/28/2021 0:00,1984
CREV21107880,1440 Cambridge AVE ,Redlands,92374,San Bernardino,3,1524,7200,43,2,4,2,0,9,2021,2021,495000,500000,5/20/2021 0:00,5/29/2021 0:00,1978
ME202100704,4637 Balls Ferry Rd ,Anderson,96007,Shasta,37,1538,43560,49,2,3,2,0,1,2021,2021,360000,360000,3/23/2021 0:00,3/24/2021 0:00,1972
CRMC21112786,8100 Lake Shore DR ,Chowchilla,93610,Madera,28,2057,8712,17,3,3,2,1,3,2021,2021,439900,445000,5/26/2021 0:00,5/29/2021 0:00,2004
CRSW21106101,31934 Corte Cynthia ,Temecula,92591,Riverside,1,2813,7841,18,3,4,3,0,7,2021,2021,724500,800000,5/19/2021 0:00,5/26/2021 0:00,2003
CRTR21104274,10149 Sunn AVE ,Fountain Valley,92708,Orange,2,2016,7514,48,2,4,2,0,14,2021,2021,950000,1170000,5/12/2021 0:00,5/26/2021 0:00,1973
ME221051013,3512 2nd AVE ,Sacramento,95817,Sacramento,4,1065,4356,99,1,3,1,0,9,2021,2021,499000,557000,5/21/2021 0:00,5/30/2021 0:00,1922
CRPW21104127,2214 W Corydon ST ,Compton,90220,Los Angeles,0,1095,6001,74,1,3,1,0,10,2021,2021,430000,450000,5/14/2021 0:00,5/24/2021 0:00,1947
ME221054182,14306 Torrey Pines DR ,Auburn,95602,Placer,9,2000,13939,42,2,4,2,0,5,2021,2021,599000,605000,5/20/2021 0:00,5/25/2021 0:00,1979
CRNDP2106024,53470 Keemosawbi ,Pioneertown,92268,San Bernardino,3,1621,54885,32,2,2,2,0,1,2021,2021,750000,730000,4/19/2021 0:00,4/20/2021 0:00,1989
CC40950987,30 Carolyn Ct ,Lafayette,94549,Contra Costa,6,1563,8340,70,2,3,2,0,5,2021,2021,1325000,1650000,5/21/2021 0:00,5/26/2021 0:00,1951
CC40951041,851 Avalon Ct ,Lafayette,94549,Contra Costa,6,1602,8649,67,2,3,2,0,9,2021,2021,1395000,1675000,5/21/2021 0:00,5/30/2021 0:00,1954
CRNDP2105622,8974 Heraldry ST ,San Diego,92123,San Diego,5,2260,6098.4,63,3,5,3,0,3,2021,2021,855000,918585,5/20/2021 0:00,5/23/2021 0:00,1958
CREV21111890,15102 Brown LN ,Victorville,92394,San Bernardino,3,1842,5000,19,2,4,2,0,5,2021,2021,319000,342000,5/25/2021 0:00,5/30/2021 0:00,2002
BA321041865,3 Madrono AVE ,Corte Madera,94925,Marin,15,2507,10402,52,3,4,3,0,8,2021,2021,2095000,2128000,5/21/2021 0:00,5/29/2021 0:00,1969
ME202101099,1033 Jay ST ,Olivehurst,95961,Yuba,18,872,9409,64,1,2,1,0,7,2021,2021,279900,285000,5/5/2021 0:00,5/12/2021 0:00,1957
CRTR21107653,213 S Gage AVE ,Los Angeles,90063,Los Angeles,0,1224,6389,53,1,3,1,0,1,2021,2021,625000,625000,5/19/2021 0:00,5/20/2021 0:00,1968
CRV0-220005146,700 N M ST ,Oxnard,93030,Ventura,17,1675,6702,62,2,3,2,0,32,2020,2020,589900,585000,5/22/2020 0:00,6/23/2020 0:00,1959
CRIV21103852,31882 Macaws CT ,Temecula,92592,Riverside,1,2628,7405,16,3,4,3,0,7,2021,2021,625000,690000,5/19/2021 0:00,5/26/2021 0:00,2005
ME221056805,2270 Craig AVE ,Sacramento,95832,Sacramento,4,1069,6970,41,2,3,2,0,3,2021,2021,360000,365000,5/24/2021 0:00,5/27/2021 0:00,1980
EB40950570,2645 68th ave ,Oakland,94605,Alameda,8,1190,3500,101,2,3,2,0,5,2021,2021,639000,845000,5/19/2021 0:00,5/24/2021 0:00,1920
ML81845354,6363 Farm Hill WAY ,San Jose,95120,Santa Clara,7,1125,5946,60,2,3,2,0,4,2021,2021,1090000,1301888,5/22/2021 0:00,5/26/2021 0:00,1961
ML81845545,1287 Clubhouse DR ,Aptos,95003,Santa Cruz,25,1263,871,48,2,2,2,0,0,2021,2021,925000,925000,5/24/2021 0:00,5/24/2021 0:00,1973
ME221056336,1316 Philomene Court ,Carmichael,95608,Sacramento,4,2992,11761,46,3,3,2,1,4,2021,2021,995000,1014000,5/24/2021 0:00,5/28/2021 0:00,1975
ML81845353,6740 Crosby CT ,San Jose,95129,Santa Clara,7,1979,8463,65,2,3,2,0,4,2021,2021,2459000,2850000,5/22/2021 0:00,5/26/2021 0:00,1956
CNSR21107492,27068 Cherry Willow DR ,Canyon Country,91387,Los Angeles,0,2434,5423,11,3,3,3,0,0,2021,2021,750000,750000,5/18/2021 0:00,5/18/2021 0:00,2010
CRV1-5854,1230 Coe ST ,Camarillo,93010,Ventura,17,1844,7280,47,2,4,2,0,10,2021,2021,719900,710000,5/17/2021 0:00,5/27/2021 0:00,1974
ME221048672,5128 RAMBLER ,Sacramento,95841,Sacramento,4,1570,6534,64,2,3,2,0,6,2021,2021,439000,445000,5/19/2021 0:00,5/25/2021 0:00,1957
CRSW21114504,45332 Via Jaca ,Temecula,92592,Riverside,1,3322,10890,26,3,4,3,0,2,2021,2021,739900,799900,5/27/2021 0:00,5/29/2021 0:00,1995
BA321037085,254 S Temelec ,Sonoma,95476,Sonoma,20,1598,4944,32,2,2,2,0,10,2021,2021,795000,825000,5/17/2021 0:00,5/27/2021 0:00,1989
CRPW21093742,828 E Glendora AVE ,Orange,92865,Orange,2,1185,8400,59,1,3,1,0,8,2021,2021,776900,809500,5/12/2021 0:00,5/20/2021 0:00,1962
TM21-732932,13440 Albers ST ,Sherman Oaks,91401,Los Angeles,0,1684,6006,67,2,2,1,1,10,2021,2021,1249000,1305000,5/18/2021 0:00,5/28/2021 0:00,1954
TM21-733296,6741 Sunnybrae AVE ,Winnetka,91306,Los Angeles,0,1092,8096,67,1,3,1,0,6,2021,2021,770000,779000,5/18/2021 0:00,5/24/2021 0:00,1954
ME221056497,1378 Sharp AVE ,Marysville,95901,Yuba,18,3104,19166,69,4,7,3,1,5,2021,2021,475000,480000,5/24/2021 0:00,5/29/2021 0:00,1952
CRIG21105971,24057 Spencer Butte DR ,Perris,92570,Riverside,1,2247,96703,15,2,5,2,0,7,2021,2021,675000,751000,5/19/2021 0:00,5/26/2021 0:00,2006
CNSR21110039,2128 Guerne AVE ,Simi Valley,93063,Ventura,17,1462,5608,51,2,4,2,0,3,2021,2021,679000,730000,5/21/2021 0:00,5/24/2021 0:00,1970
ME202100773,874 Lakeview ,Redding,96001,Shasta,37,2356,6534,81,3,3,3,0,1,2021,2021,369000,345000,3/30/2021 0:00,3/31/2021 0:00,1940
ML81844435,2316 Semillion CT ,Oakdale,95361,Stanislaus,12,2359,6025,22,3,5,3,0,3,2021,2021,527000,540000,5/18/2021 0:00,5/21/2021 0:00,1999
ML81844700,605 Serenade WAY ,San Jose,95111,Santa Clara,7,1137,4980,63,2,3,2,0,6,2021,2021,849888,950000,5/20/2021 0:00,5/26/2021 0:00,1958
CRSW21107032,28926 Kennebunk CT ,Temecula,92591,Riverside,1,2778,6098,16,3,4,2,1,7,2021,2021,679900,677500,5/18/2021 0:00,5/25/2021 0:00,2005
ML81845666,148 Ruby AVE ,San Carlos,94070,San Mateo,13,3203,8050,71,4,4,3,1,1,2021,2021,3149000,3300000,5/24/2021 0:00,5/25/2021 0:00,1950
SF421553486,64 Castleton AVE ,Daly City,94015,San Mateo,13,940,3400,67,1,2,1,0,7,2021,2021,998000,1168000,5/19/2021 0:00,5/26/2021 0:00,1954
CRNS21105393,7555 Sinaloa AVE ,Atascadero,93422,San Luis Obispo,14,1215,8500,69,2,3,2,0,7,2021,2021,515000,530000,5/17/2021 0:00,5/24/2021 0:00,1952
CRNDP2105623,16244 Wikiup RD ,Ramona,92065,San Diego,5,2696,19602,13,4,4,4,0,2,2021,2021,850000,840000,5/20/2021 0:00,5/22/2021 0:00,2008
ME221053243,23550 Pleasant Valley RD ,North San Juan,95960,Nevada,27,604,448668,68,1,1,1,0,3,2021,2021,320000,320000,5/18/2021 0:00,5/21/2021 0:00,1953
CRSW21102707,878 N 2nd Ave ,,91786,San Bernardino,3,1373,9448,73,2,3,2,0,11,2021,2021,559900,580000,5/14/2021 0:00,5/25/2021 0:00,1948
EB40950481,2439 Kaywood CT ,Rancho Cordova,95670,Sacramento,4,911,7411,42,1,2,1,0,3,2021,2021,299000,306000,5/18/2021 0:00,5/21/2021 0:00,1979
CNSR21107621,6661 Balcom AVE ,Reseda,91335,Los Angeles,0,1017,6458,72,2,3,1,1,6,2021,2021,725000,780000,5/20/2021 0:00,5/26/2021 0:00,1949
CRSC21064007,188 Country Club DR ,San Luis Obispo,93401,San Luis Obispo,14,1704,14927.2,53,2,3,2,0,63,2021,2021,995000,1045000,3/25/2021 0:00,5/27/2021 0:00,1968
CC40950285,4038 Happy Valley Rd ,Lafayette,94549,Contra Costa,6,3127,94090,50,3,3,2,1,1,2021,2021,2995000,3500000,5/17/2021 0:00,5/18/2021 0:00,1971
CRSW21102655,23832 Via Barletta ,Murrieta,92562,Riverside,1,1243,4792,24,2,3,2,0,12,2021,2021,409900,430000,5/14/2021 0:00,5/26/2021 0:00,1997
ME221055007,4845 Tusk WAY ,Elk Grove,95757,Sacramento,4,2168,5040,7,4,4,3,1,18,2021,2021,599000,638000,5/7/2021 0:00,5/25/2021 0:00,2014
ME202002879,4255 Riosa RD ,Sheridan,95681,Placer,9,1536,217800,24,2,4,2,0,12,2020,2020,429999,415000,9/25/2020 0:00,10/7/2020 0:00,1997
ML81845365,447 State ST ,San Mateo,94401,San Mateo,13,1370,5310,91,1,2,1,0,5,2021,2021,1298000,1530000,5/22/2021 0:00,5/27/2021 0:00,1930
BA321034250,2928 Bardy RD ,Santa Rosa,95404,Sonoma,20,2149,272250,52,2,2,2,0,2,2021,2021,1050000,1125000,5/18/2021 0:00,5/20/2021 0:00,1969
CRPW21102723,810 N Rancho DR ,Long Beach,90815,Los Angeles,0,3424,8799,50,2,4,1,1,12,2021,2021,1750000,1800000,5/13/2021 0:00,5/25/2021 0:00,1971
