MLS_Number,county,County_Index,SqFtTotal,Lot_Size,BedsTotal,BathsTotal,BathsFull,BathsHalf,Age,Year_Built,DOM,Year_Sold,Year_List,Sale_Date,List_Price,Sale_Price
ML81844342,Santa Clara,7,1240,5691,3,2,2,0,63,1958,8,2021,2021,5/28/2021 0:00,1350888,1450000
CRMB21102237,San Bernardino,3,1980,8000,4,3,3,0,20,2001,16,2021,2021,5/26/2021 0:00,550999,590000
ML81845080,Santa Clara,7,3237,12668,5,3,3,0,48,1973,6,2021,2021,5/27/2021 0:00,2488000,2650000
ME202100934,Sutter,23,2432,43560,3,3,2,1,37,1984,9,2021,2021,4/25/2021 0:00,619000,702000
ML81844985,Santa Clara,7,1400,7080,4,2,2,0,65,1956,8,2021,2021,5/28/2021 0:00,1398000,1595000
ML81844864,Santa Clara,7,4161,20615,5,4,4,0,91,1930,7,2021,2021,5/27/2021 0:00,4995000,5820000
CREV21101524,Riverside,1,2387,7841,4,3,3,0,7,2014,13,2021,2021,5/25/2021 0:00,490000,500000
ME221054824,Sacramento,4,2944,8581,4,3,3,0,17,2004,9,2021,2021,5/30/2021 0:00,679900,690000
ML81844348,San Mateo,13,1030,5500,2,1,1,0,75,1946,0,2021,2021,5/17/2021 0:00,1625000,1625000
CRIV21114956,San Bernardino,3,2121,7500,4,3,3,0,0,2021,2,2021,2021,5/29/2021 0:00,439900,440000
CRIG21102297,Riverside,1,1583,4792,4,2,2,0,38,1983,13,2021,2021,5/25/2021 0:00,399000,430000
CC40950835,Contra Costa,6,2320,8064,4,3,3,0,37,1984,6,2021,2021,5/26/2021 0:00,649900,781000
ME221053578,Sacramento,4,1315,8276,4,2,2,0,46,1975,9,2021,2021,5/27/2021 0:00,320000,346000
CC40950000,Contra Costa,6,1705,3200,3,3,2,1,35,1986,9,2021,2021,5/27/2021 0:00,988000,1183000
ME221075669,Yuba,18,1818,8874,3,2,2,0,0,2021,7,2020,2020,12/19/2020 0:00,392530,397680
ME221060383,Tuolumne,42,1488,83200,3,3,3,0,58,1963,3,2021,2021,5/30/2021 0:00,489000,499000
CC40952064,Contra Costa,6,2133,24394,4,2,2,0,56,1965,0,2021,2021,5/28/2021 0:00,1725000,1725000
CRNDP2105589,Riverside,1,1205,5662,3,2,2,0,28,1993,2,2021,2021,5/22/2021 0:00,420000,440000
CRPW21102374,San Diego,5,2098,4328,4,3,2,1,27,1994,5,2021,2021,5/24/2021 0:00,800000,800000
CRMB21106676,Los Angeles,0,2306,7385,4,2,2,0,43,1978,1,2021,2021,5/19/2021 0:00,425000,445000
TM21-754952,Los Angeles,0,1430,5398,3,1,1,0,97,1924,13,2021,2021,5/24/2021 0:00,1400000,1385000
ML81845846,Santa Cruz,25,2328,53927,3,2,2,0,19,2002,4,2021,2021,5/30/2021 0:00,1595000,1650000
CRPW21109102,Orange,2,1603,7015,3,1,1,0,62,1959,6,2021,2021,5/26/2021 0:00,750000,800000
CRPW21107372,Orange,2,1478,8960,3,2,2,0,54,1967,6,2021,2021,5/25/2021 0:00,899900,965000
CRPW21103951,San Bernardino,3,1866,2664,3,3,2,1,4,2017,16,2021,2021,5/29/2021 0:00,480000,516000
CRIV21104178,San Bernardino,3,2133,12054,5,3,3,0,59,1962,8,2021,2021,5/23/2021 0:00,545000,570000
CRNDP2104858,Riverside,1,2417,6098,4,4,3,1,21,2000,27,2021,2021,5/30/2021 0:00,650000,670000
CRDW21109849,Los Angeles,0,2317,10203,3,2,2,0,66,1955,6,2021,2021,5/30/2021 0:00,989000,1050000
CRDW21109813,Los Angeles,0,1610,7582,3,3,2,1,40,1981,4,2021,2021,5/25/2021 0:00,600000,650000
CROC21111449,Orange,2,3967,7000,4,4,3,1,32,1989,0,2021,2021,5/24/2021 0:00,2400000,2400000
CRPW21082835,Orange,2,3111,7865,4,3,3,0,28,1993,38,2021,2021,5/24/2021 0:00,1595000,1600000
ML81844534,Santa Clara,7,2989,3810,4,4,3,1,17,2004,6,2021,2021,5/24/2021 0:00,2099000,2500000
BE40951487,Alameda,8,2372,13889,5,3,2,1,51,1970,15,2021,2021,3/31/2021 0:00,1715000,1715000
BE40950564,Alameda,8,2358,6700,4,3,3,0,52,1969,6,2021,2021,5/26/2021 0:00,1569000,1810000
ME221053545,Yuba,18,2769,10019,4,3,2,1,15,2006,2,2021,2021,5/21/2021 0:00,450000,475000
ML81845819,Santa Clara,7,1743,3962.9,3,3,2,1,22,1999,4,2021,2021,5/30/2021 0:00,1298000,1500100
CNSR21105748,Los Angeles,0,1462,5251,3,2,2,0,73,1948,10,2021,2021,5/26/2021 0:00,1049000,1045000
CNSR21103894,Los Angeles,0,1198,11344,3,2,2,0,36,1985,6,2021,2021,5/25/2021 0:00,639999,675000
CRNDP2105746,San Diego,5,2098,9200,4,3,3,0,46,1975,12,2021,2021,5/30/2021 0:00,655000,720000
CRNDP2105759,San Diego,5,2185,15520,3,2,2,0,41,1980,0,2021,2021,5/22/2021 0:00,785000,790000
BA321042105,Solano,16,2352,13543,4,2,2,0,8,2013,7,2021,2021,5/26/2021 0:00,799977,820000
CRPI21110565,Santa Barbara,31,1828,5663,3,2,2,0,18,2003,3,2021,2021,5/25/2021 0:00,499000,550000
CROC21118782,Orange,2,3263,7757,4,4,3,1,15,2006,1,2021,2021,5/16/2021 0:00,1590000,1590000
ML81844974,Santa Clara,7,1671,6355,4,2,2,0,59,1962,0,2021,2021,5/20/2021 0:00,1999000,2150000
ME221054836,San Joaquin,10,2000,48321,3,2,2,0,66,1955,7,2021,2021,5/27/2021 0:00,635000,623900
ME221053547,Sacramento,4,1526,5462,3,2,2,0,28,1993,5,2021,2021,5/26/2021 0:00,399000,474000
CRPW21113724,San Bernardino,3,1371,8580,3,2,2,0,73,1948,1,2021,2021,5/27/2021 0:00,539000,550000
ME221052416,El Dorado,19,2404,6534,3,3,3,0,8,2013,6,2021,2021,5/25/2021 0:00,675000,680000
ME221056831,Merced,22,1379,5998,3,2,2,0,17,2004,5,2021,2021,5/29/2021 0:00,387900,400000
CROC21108331,San Bernardino,3,1243,8580,4,2,2,0,64,1957,11,2021,2021,5/29/2021 0:00,529000,550000
CRIG21108976,Riverside,1,2484,5227,4,3,3,0,18,2003,13,2021,2021,5/27/2021 0:00,605000,605000
CC40951685,Contra Costa,6,1347,8400,3,2,2,0,68,1953,0,2021,2021,5/27/2021 0:00,649000,635000
BE40950539,Alameda,8,1496,7465,4,2,2,0,43,1978,9,2021,2021,5/28/2021 0:00,1388000,1640000
ME221053948,Placer,9,3406,7405,4,4,4,0,20,2001,6,2021,2021,5/25/2021 0:00,975000,975000
BA321041999,Solano,16,1584,6970,4,2,2,0,24,1997,3,2021,2021,5/24/2021 0:00,549000,590000
EB40950774,Contra Costa,6,2022,10400,4,2,2,0,41,1980,6,2021,2021,5/26/2021 0:00,650000,700000
BE40950589,Alameda,8,1188,5700,3,2,2,0,62,1959,5,2021,2021,5/24/2021 0:00,755000,775000
CRSC21144014,San Luis Obispo,14,1823,5000,4,2,2,0,70,1951,365,2021,2020,3/30/2021 0:00,792000,792000
CC40950914,Contra Costa,6,1899,32670,3,4,2,2,60,1961,6,2021,2021,5/26/2021 0:00,999000,1225000
CROC21108146,Orange,2,1763,7298,4,3,2,1,62,1959,3,2021,2021,5/23/2021 0:00,725900,795000
ME221054138,San Joaquin,10,3457,6451,5,4,3,1,4,2017,7,2021,2021,5/26/2021 0:00,1088000,1250000
ML81844283,San Mateo,13,2465,5940,4,4,3,1,4,2017,3,2021,2021,5/20/2021 0:00,4150000,4150000
CRPW21093112,Orange,2,1517,5200,3,1,1,0,55,1966,7,2021,2021,5/28/2021 0:00,1035000,1055000
ME221053305,El Dorado,19,1820,234788,4,2,2,0,59,1962,7,2021,2021,5/25/2021 0:00,549000,575000
ML81845202,Santa Clara,7,1428,7355,3,2,2,0,51,1970,5,2021,2021,5/26/2021 0:00,1249500,1400000
ME221053312,Yuba,18,1332,48352,2,1,1,0,56,1965,6,2021,2021,5/24/2021 0:00,300000,297000
CROC21107735,Riverside,1,2324,8712,3,3,2,1,15,2006,7,2021,2021,5/26/2021 0:00,525000,540000
ME221056178,Yuba,18,2906,461300,4,3,3,0,31,1990,4,2021,2021,5/26/2021 0:00,825000,850000
BA321033531,Mendocino,35,1600,6970,3,2,2,0,56,1965,15,2021,2021,5/20/2021 0:00,535000,515000
CRNS21028439,San Luis Obispo,14,2076,18295,4,3,3,0,15,2006,0,2021,2021,2/8/2021 0:00,799000,799000
CROC21097875,Los Angeles,0,1591,5580,3,2,2,0,81,1940,10,2021,2021,5/24/2021 0:00,1699000,1670000
ME221047922,Placer,9,1344,4034,3,2,2,0,23,1998,3,2021,2021,5/21/2021 0:00,459000,485000
TM21-734064,Los Angeles,0,1068,6001,2,1,1,0,98,1923,6,2021,2021,5/25/2021 0:00,540000,602000
ME221049377,San Joaquin,10,1272,7550,2,1,1,0,92,1929,7,2021,2021,5/26/2021 0:00,345000,351500
ML81845120,Madera,28,2514,138085,4,4,3,1,18,2003,8,2021,2021,5/29/2021 0:00,599900,617500
ME221055147,Sacramento,4,960,6098,3,1,1,0,44,1977,6,2021,2021,5/26/2021 0:00,335000,360000
EB40950437,Alameda,8,2173,15936,3,2,2,0,99,1922,6,2021,2021,5/24/2021 0:00,995000,2040000
ML81844550,Santa Clara,7,1399,5915,3,2,2,0,62,1959,8,2021,2021,5/26/2021 0:00,1299900,1300000
BE40949328,Alameda,8,1992,5000,4,5,4,1,126,1895,4,2021,2021,5/30/2021 0:00,1999995,2230000
CROC21105036,Los Angeles,0,2098,4781,4,2,2,0,60,1961,10,2021,2021,5/26/2021 0:00,1475000,1505000
ME221056490,Yuba,18,2438,9483,4,3,3,0,0,2021,65,2021,2020,2/15/2021 0:00,473480,494641
CRNDP2105606,San Diego,5,2292,13689,4,3,3,0,36,1985,8,2021,2021,5/26/2021 0:00,1050000,1286500
CRMC21106251,Fresno,36,1733,8800,3,2,2,0,43,1978,10,2021,2021,5/28/2021 0:00,375000,415000
CROC21096133,Los Angeles,0,1319,7352,4,2,2,0,65,1956,21,2021,2021,5/27/2021 0:00,715000,755000
CRNDP2105373,San Diego,5,2350,5217,4,3,3,0,31,1990,35,2021,2021,5/21/2021 0:00,845000,835000
ME221056572,Sacramento,4,1282,10019,3,1,1,0,63,1958,2,2021,2021,5/26/2021 0:00,375000,380000
CRPW21109392,San Bernardino,3,1958,7560,4,2,2,0,12,2009,6,2021,2021,5/27/2021 0:00,599900,615000
CROC21105905,Riverside,1,1926,5663,3,2,2,0,10,2011,3,2021,2021,5/20/2021 0:00,525000,525000
BA321042189,Sonoma,20,1092,5998,3,2,2,0,52,1969,0,2021,2021,5/16/2021 0:00,499900,537500
CRNDP2105971,San Diego,5,3265,22215.6,4,3,3,0,37,1984,12,2021,2021,5/30/2021 0:00,1100000,1150000
CNSR21109280,Los Angeles,0,1098,6098.4,3,2,2,0,50,1971,4,2021,2021,5/24/2021 0:00,325000,350000
ME221051203,Yuba,18,1396,5663,3,2,2,0,56,1965,1,2021,2021,5/17/2021 0:00,365000,350000
CC40950340,Contra Costa,6,1787,5000,5,2,2,0,67,1954,8,2021,2021,5/25/2021 0:00,425000,470000
TM21-729472,Los Angeles,0,5782,14814,5,6,5,1,17,2004,6,2021,2021,5/26/2021 0:00,4950000,5376000
CNSR21108176,Los Angeles,0,1737,7594,4,3,2,1,33,1988,5,2021,2021,5/25/2021 0:00,430000,425000
CNSR21099040,Los Angeles,0,3113,16954,3,5,5,0,65,1956,15,2021,2021,5/24/2021 0:00,1995000,2050000
CRNDP2105714,San Diego,5,1347,3999,2,2,2,0,50,1971,1,2021,2021,5/23/2021 0:00,499900,490000
CC40950785,Contra Costa,6,2195,5000,4,3,3,0,15,2006,9,2021,2021,5/29/2021 0:00,699000,730000
ME221053825,San Joaquin,10,1200,20038,3,2,2,0,73,1948,9,2021,2021,5/28/2021 0:00,469900,500000
BE40950944,Alameda,8,1071,5000,3,1,1,0,91,1930,8,2021,2021,5/29/2021 0:00,729000,823000
CREV21102551,Riverside,1,1816,9148,3,2,2,0,46,1975,0,2021,2021,5/15/2021 0:00,495000,495000
CRSW21109963,Riverside,1,2797,6534,4,3,3,0,5,2016,5,2021,2021,5/26/2021 0:00,575000,600000
CRPTP2103329,San Diego,5,1340,6236,3,2,2,0,41,1980,2,2021,2021,5/17/2021 0:00,600000,600000
ME202101046,Butte,11,1884,9148,3,2,2,0,7,2014,6,2021,2021,5/4/2021 0:00,385000,400000
CRMC21111847,Merced,22,1658,5953,4,2,2,0,5,2016,5,2021,2021,5/30/2021 0:00,389000,410000
CRPW21104931,San Bernardino,3,1535,19000,3,2,2,0,33,1988,3,2021,2021,5/19/2021 0:00,310000,315000
ML81844547,Santa Cruz,25,1808,11631,3,2,2,0,55,1966,0,2021,2021,5/18/2021 0:00,1495000,1815000
TM21-750546,Orange,2,1728,3015,3,3,2,1,8,2013,1,2021,2021,5/14/2021 0:00,785000,785000
CRV1-6033,Ventura,17,1748,5600,4,2,2,0,66,1955,2,2021,2021,5/27/2021 0:00,849900,851033
BA321059368,Marin,15,3288,13499,4,4,4,0,12,2009,38,2021,2021,3/11/2021 0:00,3450000,3450000
ME221054930,Stanislaus,12,1150,6595,3,2,2,0,30,1991,7,2021,2021,5/28/2021 0:00,350000,360000
ML81846728,San Mateo,13,1790,34400,2,2,2,0,64,1957,0,2021,2021,5/25/2021 0:00,2225000,2650000
CROC21105838,Orange,2,1879,7198,4,2,2,0,56,1965,25,2021,2021,5/26/2021 0:00,949000,952000
CRPW21099752,Los Angeles,0,1808,7467,3,2,2,0,70,1951,18,2021,2021,5/20/2021 0:00,785000,745000
ME221052887,El Dorado,19,1012,38768,2,2,1,1,49,1972,5,2021,2021,5/25/2021 0:00,350000,385000
CRBB21108525,Los Angeles,0,1604,22021,3,2,2,0,59,1962,0,2021,2021,5/20/2021 0:00,825000,825000
CRCV21103585,Riverside,1,1309,7409,3,2,2,0,42,1979,374,2021,2020,5/26/2021 0:00,400000,440000
CREV21110375,Riverside,1,2650,7733,4,2,2,0,1,2020,8,2021,2021,5/30/2021 0:00,599990,599000
ME221053114,Stanislaus,12,1970,3032,4,3,2,1,6,2015,0,2021,2021,5/17/2021 0:00,409000,412000
ME221055102,Sacramento,4,1474,7802,3,2,2,0,46,1975,6,2021,2021,5/27/2021 0:00,499000,515000
BA321034900,Solano,16,2311,8712,5,3,2,1,56,1965,4,2021,2021,5/24/2021 0:00,699000,725000
CNSR21107586,Los Angeles,0,1116,6495,3,2,2,0,72,1949,9,2021,2021,5/29/2021 0:00,669000,710000
CRSW21112882,Riverside,1,968,10454,3,1,1,0,69,1952,6,2021,2021,5/29/2021 0:00,420000,390000
CRLG21077354,Orange,2,2130,6448,3,3,2,1,43,1978,45,2021,2021,5/27/2021 0:00,1475000,1600000
CRNDP2105505,San Diego,5,1978,7840,3,2,2,0,17,2004,11,2021,2021,5/25/2021 0:00,699000,735000
CC40950359,Contra Costa,6,1516,7425,3,2,2,0,72,1949,5,2021,2021,5/26/2021 0:00,989000,1100000
BA321042122,Solano,16,1662,6599,4,2,2,0,22,1999,5,2021,2021,5/24/2021 0:00,565000,562000
ME221055435,Sacramento,4,885,6098,3,1,1,0,80,1941,8,2021,2021,5/29/2021 0:00,249900,285000
ML81844906,San Mateo,13,1829,5616,3,2,2,0,83,1938,8,2021,2021,5/28/2021 0:00,2385000,2810000
ME221054014,San Joaquin,10,1841,5197,3,3,3,0,7,2014,9,2021,2021,5/28/2021 0:00,650000,725000
EB40950393,Contra Costa,6,1224,4220,2,2,2,0,20,2001,9,2021,2021,5/27/2021 0:00,500000,550000
CRSW21105244,Riverside,1,2835,6969,5,3,3,0,17,2004,11,2021,2021,5/28/2021 0:00,709999,719000
CRIG21095923,Los Angeles,0,1304,8703,4,2,2,0,58,1963,20,2021,2021,5/28/2021 0:00,560000,625000
CROC21108475,Orange,2,3200,4585,4,4,4,0,16,2005,1,2021,2021,5/21/2021 0:00,1200000,1200000
CRLC21112044,Lake,29,1288,6102,3,2,2,0,52,1969,3,2021,2021,5/28/2021 0:00,239500,205000
ME221053137,San Joaquin,10,2282,8032,4,3,3,0,17,2004,6,2021,2021,5/25/2021 0:00,488000,488000
ML81845122,Alameda,8,2382,6200,5,3,3,0,50,1971,5,2021,2021,5/26/2021 0:00,1498000,1776000
CROC21102455,Orange,2,3224,4324,5,3,3,0,45,1976,10,2021,2021,5/28/2021 0:00,1795000,1750000
CRSW21108241,Riverside,1,910,4792,2,1,1,0,37,1984,10,2021,2021,5/30/2021 0:00,299999,299000
ME221056763,Sacramento,4,1491,6538,3,2,2,0,42,1979,1,2021,2021,5/29/2021 0:00,380000,397500
CRPTP2103464,San Diego,5,2291,10400,4,3,3,0,43,1978,12,2021,2021,5/26/2021 0:00,2199000,2265000
SF421547330,San Francisco,21,2050,3000,3,3,2,1,108,1913,6,2021,2021,5/27/2021 0:00,1780000,2305000
CRNS21105393,San Luis Obispo,14,1215,8500,3,2,2,0,69,1952,7,2021,2021,5/24/2021 0:00,515000,530000
CRNDP2105623,San Diego,5,2696,19602,4,4,4,0,13,2008,2,2021,2021,5/22/2021 0:00,850000,840000
ME221053243,Nevada,27,604,448668,1,1,1,0,68,1953,3,2021,2021,5/21/2021 0:00,320000,320000
CRSW21102707,San Bernardino,3,1373,9448,3,2,2,0,73,1948,11,2021,2021,5/25/2021 0:00,559900,580000
EB40950481,Sacramento,4,911,7411,2,1,1,0,42,1979,3,2021,2021,5/21/2021 0:00,299000,306000
CNSR21107621,Los Angeles,0,1017,6458,3,2,1,1,72,1949,6,2021,2021,5/26/2021 0:00,725000,780000
CRSC21064007,San Luis Obispo,14,1704,14927.2,3,2,2,0,53,1968,63,2021,2021,5/27/2021 0:00,995000,1045000
CC40950285,Contra Costa,6,3127,94090,3,3,2,1,50,1971,1,2021,2021,5/18/2021 0:00,2995000,3500000
CRSW21102655,Riverside,1,1243,4792,3,2,2,0,24,1997,12,2021,2021,5/26/2021 0:00,409900,430000
ME221055007,Sacramento,4,2168,5040,4,4,3,1,7,2014,18,2021,2021,5/25/2021 0:00,599000,638000
ME202002879,Placer,9,1536,217800,4,2,2,0,24,1997,12,2020,2020,10/7/2020 0:00,429999,415000
ML81845365,San Mateo,13,1370,5310,2,1,1,0,91,1930,5,2021,2021,5/27/2021 0:00,1298000,1530000
BA321034250,Sonoma,20,2149,272250,2,2,2,0,52,1969,2,2021,2021,5/20/2021 0:00,1050000,1125000
CRPW21102723,Los Angeles,0,3424,8799,4,2,1,1,50,1971,12,2021,2021,5/25/2021 0:00,1750000,1800000
CRDW21106421,Los Angeles,0,966,4831,3,2,2,0,96,1925,8,2021,2021,5/26/2021 0:00,519000,531000
TM21-734078,San Bernardino,3,1125,7200,3,2,2,0,37,1984,5,2021,2021,5/25/2021 0:00,489900,526000
TM21-732996,Los Angeles,0,774,5605,3,1,1,0,96,1925,7,2021,2021,5/24/2021 0:00,759000,960000
BA321042714,Marin,15,3596,10350,6,4,3,1,41,1980,8,2021,2021,5/28/2021 0:00,1895000,1975000
CROC21102415,Riverside,1,2577,6970,4,4,3,1,6,2015,13,2021,2021,5/27/2021 0:00,579900,615000
CRPTP2103529,San Diego,5,776,5470,2,1,1,0,64,1957,3,2021,2021,5/24/2021 0:00,495000,462500
CRTR21081708,San Bernardino,3,1020,6000,3,1,1,0,65,1956,25,2021,2021,5/24/2021 0:00,440000,450000
BE40950411,San Joaquin,10,1167,6500,3,2,2,0,37,1984,43,2021,2021,4/28/2021 0:00,395000,395000
ML81845816,Santa Clara,7,2305,15336,4,3,2,1,56,1965,4,2021,2021,5/30/2021 0:00,1588888,1668888
CROC21106578,Orange,2,2173,4182,3,3,2,1,24,1997,6,2021,2021,5/24/2021 0:00,999900,1060000
CRPI21105991,San Luis Obispo,14,2368,8500,3,3,2,1,33,1988,9,2021,2021,5/26/2021 0:00,995000,955000
CRNS21106370,San Luis Obispo,14,2036,81893,3,2,2,0,62,1959,30,2021,2021,5/27/2021 0:00,685000,686600
ME221049271,El Dorado,19,2318,27878,5,3,3,0,30,1991,7,2021,2021,5/25/2021 0:00,525000,609000
ME221036049,Stanislaus,12,1294,7453,3,2,2,0,62,1959,3,2021,2021,5/30/2021 0:00,339999,352000
ML81845022,Contra Costa,6,3620,6550,5,3,3,0,11,2010,0,2021,2021,5/20/2021 0:00,799000,810000
ME221044950,Stanislaus,12,2308,4901,4,3,3,0,0,2021,4,2021,2021,5/24/2021 0:00,548000,521000
ME221056135,Placer,9,3127,21144,4,4,3,1,15,2006,6,2021,2021,5/27/2021 0:00,775000,815000
CRIV21099502,Riverside,1,1788,22216,3,2,2,0,52,1969,12,2021,2021,5/22/2021 0:00,610000,650000
ME221026539,Placer,9,2046,8516,3,2,2,0,49,1972,10,2021,2021,5/28/2021 0:00,524900,465000
CRPW21112405,Los Angeles,0,802,5357,2,1,1,0,77,1944,4,2021,2021,5/29/2021 0:00,529000,550000
ML81844768,Santa Clara,7,988,5375,2,1,1,0,103,1918,7,2021,2021,5/26/2021 0:00,1088000,1125000
CRIV21108435,Riverside,1,930,3485,2,2,2,0,31,1990,2,2021,2021,5/21/2021 0:00,324999,327000
ML81844850,Santa Clara,7,2409,8634,4,4,4,0,48,1973,4,2021,2021,5/24/2021 0:00,2148888,2400000
EB40950254,Contra Costa,6,1393,5000,2,1,1,0,121,1900,8,2021,2021,5/25/2021 0:00,549000,620000
CRCV21110897,Riverside,1,1406,2178,3,3,2,1,13,2008,3,2021,2021,5/27/2021 0:00,320000,340000
ME221055208,San Joaquin,10,3452,9932,5,4,3,1,16,2005,8,2021,2021,5/28/2021 0:00,665000,665000
ML81844710,Santa Clara,7,5897,13840,6,5,4,1,48,1973,9,2021,2021,5/28/2021 0:00,3950888,4150000
CRIG21101489,Los Angeles,0,1436,7995,3,2,2,0,98,1923,2,2021,2021,5/23/2021 0:00,720000,725000
CRSW21106138,Riverside,1,3472,7841,4,3,3,0,3,2018,17,2021,2021,5/24/2021 0:00,799900,825000
ML81844422,Stanislaus,12,2168,6297,3,2,2,0,14,2007,2,2021,2021,5/20/2021 0:00,450000,455000
ME202100020,Butte,11,1170,9583,3,2,2,0,64,1957,6,2021,2021,1/14/2021 0:00,365000,365000
CRRS21109105,Orange,2,1100,7650,3,2,2,0,67,1954,5,2021,2021,5/25/2021 0:00,689900,720000
CRPTP2103341,San Diego,5,1580,13400,4,2,2,0,51,1970,11,2021,2021,5/28/2021 0:00,795000,858000
BE40950757,Plumas,44,1384,22216,2,2,2,0,16,2005,7,2021,2021,5/27/2021 0:00,1100000,1100000
CNSR21106630,Los Angeles,0,1536,10478,4,1,1,0,48,1973,0,2021,2021,5/18/2021 0:00,875000,875000
CNSR21107983,Los Angeles,0,2602,9379,4,3,3,0,52,1969,7,2021,2021,5/28/2021 0:00,1050000,1250000
BA321015670,Marin,15,2892,43560,4,4,4,0,138,1883,7,2021,2021,5/25/2021 0:00,1599000,1781883
CRNDP2105380,San Diego,5,1710,8424,3,2,2,0,22,1999,16,2021,2021,5/30/2021 0:00,695000,720000
CRPV21110723,Los Angeles,0,5640,15410,6,7,6,1,3,2018,0,2021,2021,5/23/2021 0:00,6000000,6000000
CRSW21112017,Riverside,1,2622,17424,4,3,3,0,30,1991,5,2021,2021,5/30/2021 0:00,699900,737500
BA321034065,Napa,30,1324,6081,4,2,2,0,53,1968,7,2021,2021,5/27/2021 0:00,765000,805000
CREV21108912,San Bernardino,3,1894,9400,3,3,3,0,50,1971,10,2021,2021,5/30/2021 0:00,619000,610000
ME221057352,Sacramento,4,2334,5415,4,3,3,0,20,2001,3,2021,2021,5/30/2021 0:00,519000,568000
CRPW21105886,San Bernardino,3,1358,2484,3,3,2,1,37,1984,6,2021,2021,5/23/2021 0:00,480000,541000
ME221055763,Sacramento,4,2267,5580,3,3,3,0,34,1987,7,2021,2021,5/28/2021 0:00,575000,612000
ML81844491,San Mateo,13,1560,10620,3,2,2,0,62,1959,9,2021,2021,5/27/2021 0:00,2260000,2600000
CNSR21100457,Los Angeles,0,1164,5171,3,2,2,0,97,1924,15,2021,2021,5/28/2021 0:00,670000,827000
CROC21106111,Orange,2,1954,7344,4,2,2,0,57,1964,15,2021,2021,5/27/2021 0:00,959000,1035000
CRNP21127116,Orange,2,905,3268,2,1,1,0,62,1959,2,2021,2021,1/18/2021 0:00,2850000,2850000
BA321040652,Marin,15,1792,7910,3,3,3,0,73,1948,6,2021,2021,5/25/2021 0:00,995000,980000
BA321051468,Marin,15,2009,12036,3,3,3,0,62,1959,0,2021,2021,5/18/2021 0:00,1299000,1325000
CRCV21130197,Los Angeles,0,1693,4078,2,2,2,0,42,1979,5,2021,2021,5/18/2021 0:00,700000,700000
CRNDP2105540,San Diego,5,1487,3920.4,3,2,2,0,25,1996,8,2021,2021,5/25/2021 0:00,699000,775000
CRNDP2105429,San Diego,5,2486,20908.8,4,2,2,0,60,1961,33,2021,2021,5/29/2021 0:00,715000,750000
ME221052424,Sacramento,4,1500,8276,3,2,2,0,75,1946,7,2021,2021,5/27/2021 0:00,359000,390000
CC40950168,Contra Costa,6,2521,11000,4,3,3,0,46,1975,6,2021,2021,5/26/2021 0:00,1689000,1980000
BA321039917,Sonoma,20,1104,6000,3,2,2,0,52,1969,7,2021,2021,5/28/2021 0:00,589000,615000
CROC21108384,Orange,2,1706,5600,3,2,2,0,43,1978,3,2021,2021,5/24/2021 0:00,1070000,1150000
CROC21084708,Orange,2,1333,6048,3,2,2,0,46,1975,33,2021,2021,5/24/2021 0:00,799900,865000
CROC21147931,Orange,2,2719,13000,5,3,3,0,54,1967,12,2021,2021,4/13/2021 0:00,950000,951000
CRIG21106779,Riverside,1,2200,6970,4,3,3,0,29,1992,7,2021,2021,5/25/2021 0:00,599999,622000
CRIV21102553,Riverside,1,1936,26136,4,2,2,0,43,1978,1,2021,2021,5/21/2021 0:00,725000,725000
ME221029188,Sacramento,4,1967,9130,3,3,2,1,41,1980,4,2021,2021,5/23/2021 0:00,549800,575000
ME221053868,Amador,34,1188,3485,3,2,2,0,31,1990,7,2021,2021,5/27/2021 0:00,315000,335000
TM21-735446,Los Angeles,0,1217,3400,2,1,1,0,97,1924,41,2021,2021,3/19/2021 0:00,2100000,2100000
ME202101218,Yuba,18,1360,6514,3,2,2,0,16,2005,0,2021,2021,5/20/2021 0:00,359748,372500
CC40950303,Contra Costa,6,1337,6600,3,1,1,0,71,1950,8,2021,2021,5/25/2021 0:00,415900,470000
ML81844656,San Benito,33,2076,6469,4,3,2,1,23,1998,5,2021,2021,5/24/2021 0:00,775000,799799
ME202003408,Butte,11,2416,9583,4,3,3,0,16,2005,33,2020,2020,12/23/2020 0:00,399999,399999
CRPTP2103265,San Diego,5,2797,9739,4,4,3,1,36,1985,14,2021,2021,5/24/2021 0:00,889000,987000
CRPW21105706,Los Angeles,0,828,11836,1,1,1,0,71,1950,8,2021,2021,5/26/2021 0:00,1295000,1275000
CRSW21096074,Riverside,1,2778,5663,4,3,3,0,16,2005,19,2021,2021,5/24/2021 0:00,454999,505000
BE40949878,Alameda,8,1696,6000,4,2,2,0,57,1964,7,2021,2021,5/26/2021 0:00,988888,1260000
CRPV21136130,Los Angeles,0,2002,7500,3,2,2,0,45,1976,0,2021,2021,5/18/2021 0:00,1479000,1538000
CRPW21107297,Los Angeles,0,1431,5959,3,2,2,0,68,1953,6,2021,2021,5/25/2021 0:00,975000,1003600
CRCV21109317,Los Angeles,0,3808,27000,5,3,3,0,20,2001,9,2021,2021,5/30/2021 0:00,1580000,1568000
CRPW21079756,Orange,2,2643,5100,5,3,2,1,42,1979,5,2021,2021,4/20/2021 0:00,1259888,1295000
ME221055582,Sacramento,4,1903,7405,5,2,2,0,35,1986,5,2021,2021,5/26/2021 0:00,499900,500000
