MLS_Number,Street_Address,City,Zip_Code,county,County_Index,SqFtTotal,Lot_Size,BedsTotal,BathsTotal,BathsFull,BathsHalf,Year_Built
CROC21099741,13771 Hidden River ,Corona,92880,Riverside,1,3326,7405,6,3,3,0,2003
ME221052799,402 View Point AVE ,Oakdale,95361,Stanislaus,12,1715,6778,4,2,2,0,1994
CRCV21104207,16704 Mesa Oak AVE ,Chino Hills,91709,San Bernardino,3,2145,4600,4,3,3,0,1998
ME221057611,690 Clara ST ,Oakland,94603,Alameda,8,2234,3123,4,3,3,0,1917
CRPW21145636,15415 Ashgrove DR ,La Mirada,90638,Los Angeles,0,1395,6343,3,2,2,0,1959
CRMB21101756,14032 Barrydale ST ,La Puente,91746,Los Angeles,0,1613,6181,4,3,3,0,1955
TM21-723746,4364 Chase AVE ,Los Angeles,90066,Los Angeles,0,1261,5320,3,2,2,0,1941
ME221055494,4090 McNamara WAY ,Sacramento,95823,Sacramento,4,1576,6599,3,2,2,0,1990
ME221054025,1005 Maple AVE ,Yuba City,95991,Sutter,23,2454,8712,4,3,3,0,1948
EB40950445,345 Bougainvilla Dr ,Brentwood,94513,Contra Costa,6,3137,6118,4,4,3,1,2016
CNSR21110745,5235 W Avenue L2 ,Lancaster,93536,Los Angeles,0,1825,17110,3,2,2,0,1956
EB40952001,6001 Buena Vista Ave ,Oakland,94618,Alameda,8,3092,6750,4,3,3,0,1996
CNSR21110138,45815 Trafalgar CT ,Lancaster,93534,Los Angeles,0,1350,7146,3,2,2,0,2000
CRPTP2103357,3133 Logan AVE ,San Diego,92113,San Diego,5,836,4311,3,2,2,0,1908
ML81844837,6908 Burnside DR ,San Jose,95120,Santa Clara,7,2585,8140,5,3,3,0,1972
CRLG21108548,1884 Upper Rim Rock RD ,Laguna Beach,92651,Orange,2,1647,6400,2,3,3,0,1962
CROC21108247,14641 Deer Park ST ,Irvine,92604,Orange,2,1448,5466,3,2,2,0,1972
CRCV21109341,315 S Sunset ,Azusa,91702,Los Angeles,0,885,5433,2,1,1,0,1950
CRPTP2103502,2524 Chadwell AVE ,San Diego,92154,San Diego,5,1154,5700,4,2,2,0,1969
ML81845278,1549 Hicks AVE ,San Jose,95125,Santa Clara,7,2439,8205,3,3,2,1,1948
CNSR21151200,7530 Collett AVE ,Van Nuys,91406,Los Angeles,0,1143,7149,3,1,1,0,1948
ML81845228,2190 Bayhill CT ,Half Moon Bay,94019,San Mateo,13,4515,14300,4,4,3,1,1979
CRIG21110091,5632 Allendale DR ,Riverside,92507,Riverside,1,1862,4356,3,3,2,1,2000
CROC21106208,5821 Shadow Canyon WAY ,Bonita,91902,San Diego,5,2420,10200,4,3,2,1,1978
CNSR21110522,36828 95th ST ,Littlerock,93543,Los Angeles,0,1134,24160,3,2,2,0,1990
ML81845636,106 Margone CT ,Danville,94526,Contra Costa,6,3955,11840,5,5,4,1,1993
BE40950321,35333 Terra Cotta Cir ,Fremont,94536,Alameda,8,2700,8428,5,3,3,0,2000
CNSR21104790,29228 Begonias LN ,Canyon Country,91387,Los Angeles,0,2363,37419,4,3,3,0,1991
CNSR21107771,19046 Muirkirk DR ,,91326,Los Angeles,0,2465,8254,4,3,3,0,1966
ME202100896,2224 Leslie CT ,,95953,Sutter,23,1500,8712,3,2,2,0,1974
CNSR21105086,3826 Cocina LN ,Palmdale,93551,Los Angeles,0,1374,7405.2,3,2,2,0,1994
CNSR21108955,1909 E Avenue R6 ,Palmdale,93550,Los Angeles,0,1260,4858,3,2,2,0,1988
CNSR21109590,6652 Lacolle PL ,Lancaster,93536,Los Angeles,0,2395,13978,3,3,3,0,2006
CRSW21104463,27092 Presley ST ,Sun City,92586,Riverside,1,1705,7405,2,2,2,0,1977
CNSR21103508,2596 Elizondo AVE ,Simi Valley,93065,Ventura,17,1049,8027,3,2,2,0,1961
CROC21110036,2426 Ramona DR ,Santa Ana,92707,Orange,2,1202,6000,3,2,2,0,1955
CRIG21107448,25411 Todd DR ,Moreno Valley,92553,Riverside,1,1164,7405,3,2,2,0,1977
ML81844533,83 Sevilla DR ,Los Altos,94022,Santa Clara,7,2006,10092,3,2,2,0,1957
BA321044213,17 Meadow DR ,Mill Valley,94941,Marin,15,2287,7501,4,3,3,0,1944
BE40950362,31014 Carroll Ave ,Hayward,94544,Alameda,8,1161,5005,3,2,2,0,1955
CRMC21106719,854 Round Hill DR ,Merced,95348,Merced,22,2334,6578,4,3,2,1,2006
ML81844423,3555 Murdoch DR ,Palo Alto,94306,Santa Clara,7,1546,6330,3,2,2,0,1952
ME221053459,3748 Grand Point LN ,Elk Grove,95758,Sacramento,4,1646,5942,3,2,2,0,1995
CRPT21114016,7407 Salizar ST ,San Diego,92111,San Diego,5,1152,5800,3,2,2,0,1959
CRPW21113316,2313 Gerhart AVE ,Monterey Park,91754,Los Angeles,0,1670,6043,3,2,2,0,1945
CRPW21105363,1107 Lagoon AVE ,Wilmington,90744,Los Angeles,0,1859,7110,4,3,3,0,1922
CRNDP2105507,1912 Capistrano ST ,San Diego,92106,San Diego,5,1565,5200,3,2,2,0,1980
CC40952029,1351 Dewing Ln ,Walnut Creek,94595,Contra Costa,6,1900,20909,4,3,2,1,1949
SF421546784,282 Verano DR ,Daly City,94015,San Mateo,13,1550,3400,4,2,2,0,1959
CC40950351,3653 Lexington Ct ,Antioch,94509,Contra Costa,6,2135,5991,3,3,3,0,1988
CRDW21107443,1415 S Northwood AVE ,Compton,90220,Los Angeles,0,1071,6661,4,1,1,0,1954
CROC21105558,8251 Malloy DR ,Huntington Beach,92646,Orange,2,1027,6000,3,2,2,0,1961
TM21-734740,13007 Dickens ST ,Studio City,91604,Los Angeles,0,2291,8127,4,3,3,0,1940
EB40950733,1036 Sandstone Ct ,Antioch,94531,Contra Costa,6,1476,9450,3,2,2,0,1997
ME221054459,5834 Bell Hill DR ,Sacramento,95842,Sacramento,4,2118,7405,4,2,2,0,1972
CRNDP2105200,2546 Douglaston Glen ,Escondido,92026,San Diego,5,2882,11034,4,3,2,1,2003
BA321043116,1860 Margurite ,Dixon,95620,Solano,16,2060,7492,4,2,2,0,1997
CRSW21105093,29302 Catalpa ,Lake Elsinore,92530,Riverside,1,1941,10890,3,2,2,0,2018
ME221056078,2021 Bristol AVE ,Stockton,95204,San Joaquin,10,1032,5449,2,1,1,0,1948
BA321043345,19 Castle Rock AVE ,Woodacre,94973,Marin,15,1731,9426,2,2,2,0,1963
BA321036827,615 Coloma ST ,Sausalito,94965,Marin,15,1680,5998,3,2,2,0,1950
CREV21106258,8031 Mono DR ,Hesperia,92345,San Bernardino,3,2036,26600,3,2,2,0,1992
CRNP21091711,2144 Vista Laredo ,Newport Beach,92660,Orange,2,1964,1546,4,3,3,0,1964
ML81844707,14653 Carnelian Glen CT ,Saratoga,95070,Santa Clara,7,3666,26478,5,4,4,0,1980
ME221056876,2005 Peggy LN ,Modesto,95351,Stanislaus,12,1107,3241,2,2,2,0,1980
CRMC21111707,2360 Westminster DR ,Modesto,95355,Stanislaus,12,1800,11465,3,2,2,0,1970
ME202002124,539 Everett St ,El Cerrito,94530,Contra Costa,6,1864,3700,4,3,2,1,1947
ME221054833,9447 Oak Village WAY ,Elk Grove,95758,Sacramento,4,1801,4731,4,3,2,1,1996
CRSB21082473,2030 Loma DR ,,90254,Los Angeles,0,3400,4838,4,4,3,1,1991
SF421558354,4112 21st ST ,San Francisco,94114,San Francisco,21,865,1799,2,1,1,0,1908
TM21-733256,3535 Loadstone DR ,Sherman Oaks,91403,Los Angeles,0,1834,14995,3,2,2,0,1955
CNSR21092801,7826 Ellenbogen ST ,Sunland,91040,Los Angeles,0,1080,7166,3,2,1,1,1959
CNSR21100408,158 Acacia LN ,Newbury Park,91320,Ventura,17,2820,6930,4,3,3,0,2002
CRMC21102536,1833 Crestmoor CT ,Ceres,95307,Stanislaus,12,1120,6362,3,3,2,1,1994
CRDW21106341,660 Carmelita PL ,Montebello,90640,Los Angeles,0,1314,5967,3,2,2,0,1955
BA321052197,3696 Pintail DR ,Antioch,94509,Contra Costa,6,3620,7640,5,3,3,0,2005
ME202100890,457 Swift Creek CT ,Yuba City,95991,Sutter,23,1518,6098,3,2,2,0,2002
BA321042119,843 Butternut DR ,San Rafael,94903,Marin,15,1970,12781,3,2,2,0,1965
CRIG21097327,41955 Santa Fe Trail ,Murrieta,92562,Riverside,1,2766,17424,5,4,3,1,2004
CNSR21109095,13644 Deering LN ,Moorpark,93021,Ventura,17,2826,11589,4,3,3,0,1986
BA321047488,3 Presidio CT ,Corte Madera,94925,Marin,15,2059,5053,3,3,2,1,1995
ML81844350,2817 Sycamore WAY ,Santa Clara,95051,Santa Clara,7,1854,7434,4,2,2,0,1960
ME221043038,5045 5th ST ,Rocklin,95677,Placer,9,2074,8133,4,3,2,1,2002
CRIG21102742,32212 Via Barrida ,San Juan Capistrano,92675,Orange,2,1736,2015,3,2,2,0,1979
CC40950844,2264 Putter Ct ,Brentwood,94513,Contra Costa,6,2307,12001,4,3,3,0,1997
CRNS21118189,250 S 2nd ST ,Shandon,93461,San Luis Obispo,14,1134,14000,3,1,1,0,1930
CREV21108123,8498 Farmhouse LN ,Riverside,92508,Riverside,1,2449,11326,4,2,2,0,2003
CRIG21107163,20844 Indigo ,Riverside,92508,Riverside,1,3382,14810,5,3,3,0,2004
ML81844602,645 Distel DR ,Los Altos,94022,Santa Clara,7,1953,10000,4,3,2,1,1963
CRCV21104457,8251 Placida CT ,Rancho Cucamonga,91730,San Bernardino,3,1284,8280,3,2,2,0,1954
CRSW21111537,35628 Royal CT ,Winchester,92596,Riverside,1,2651,7405,4,3,2,1,2017
BE40951232,21678 Montgomery St ,Hayward,94541,Alameda,8,1197,6854,2,1,1,0,1936
TM21-733482,2311 Caliente DR ,Palm Springs,92264,Riverside,1,4100,13068,4,4,4,0,1980
CROC21115065,10311 Mast AVE ,Westminster,92683,Orange,2,1204,6000,3,2,2,0,1960
SF421526914,492 Douglass ST ,San Francisco,94114,San Francisco,21,3890,2299,3,5,4,1,1900
ML81844763,5264 Garrison CIR ,San Jose,95123,Santa Clara,7,1399,4515,4,2,2,0,1977
ME221053797,1116 Ravine View DR ,Roseville,95661,Placer,9,1219,6120,2,2,2,0,1982
CRCV21101517,869 W 14th ST ,,91786,San Bernardino,3,2250,10030,4,3,2,1,1962
CNSR21106256,21948 Jeffers LN ,Saugus,91350,Los Angeles,0,2150,9136,4,3,3,0,1987
ME221054832,10828 Ambassador DR ,Rancho Cordova,95670,Sacramento,4,1155,6534,3,2,2,0,1964
CNSR21105038,11325 Terra Vista WAY ,Sylmar,91342,Los Angeles,0,1600,5115,3,3,3,0,1985
ME221033540,6824 Sprig DR ,Sacramento,95842,Sacramento,4,1198,6098,3,2,2,0,1977
EB40949338,5530 Hope Ranch Ct ,Sacramento,95842,Sacramento,4,1798,10512,3,3,2,1,2006
ME221044219,860 Coronado BLVD ,Sacramento,95864,Sacramento,4,3037,28349,4,3,3,0,1948
BE40950578,554 Cambridge Dr ,Benicia,94510,Solano,16,2039,8276,3,3,2,1,1980
CROC21105542,26012 Portafino DR ,Mission Viejo,92691,Orange,2,4683,16168,5,5,4,1,1966
CREV21102371,351 W Whittier AVE ,Hemet,92543,Riverside,1,1518,6534,4,1,1,0,1986
ML81845106,401 31st AVE ,San Mateo,94403,San Mateo,13,1520,6000,3,2,2,0,1949
ME202101076,1591 Teja DR ,Yuba City,95993,Sutter,23,1384,10454,3,2,2,0,1967
CC40950326,4284 Mercer Ct ,Concord,94521,Contra Costa,6,1556,7420,5,3,3,0,1961
ME221054889,4432 Redstone CT ,Granite Bay,95746,Placer,9,3800,23714,5,4,4,0,2000
ML81844658,1445 Kingfisher WAY ,Sunnyvale,94087,Santa Clara,7,1553,6256,4,2,2,0,1962
CRNDP2105733,3762 Mount Abbey AVE ,San Diego,92111,San Diego,5,1667,5100,3,2,2,0,1959
CRDW21109513,9414 Glencannon DR ,Pico Rivera,90660,Los Angeles,0,902,5689,2,1,1,0,1948
CRDW21109139,10577 Young ST ,Riverside,92505,Riverside,1,1058,7405,3,1,1,0,1955
CROC21085050,38509 Royal Troon DR ,Murrieta,92563,Riverside,1,3155,6534,4,3,3,0,2003
CNSR21027068,2507 Hood DR ,Thousand Oaks,91362,Ventura,17,1664,12076,4,2,2,0,1961
ME221048173,6169 BRIDGEPORT DR ,Shingle Springs,95682,El Dorado,19,2180,10454,4,3,2,1,2001
CC40949254,213 Sun Ridge Dr ,San Ramon,94582,Contra Costa,6,2980,6500,5,3,3,0,1995
CRFR21105087,4364 Horizon DR ,Madera,93636,Madera,28,2205,3285,4,3,3,0,2019
CRPW21109429,6153 Norstadt WAY ,Buena Park,90620,Orange,2,1498,8746,4,1,1,0,1962
CRAR21117290,813 N Idyllwild AVE ,Rialto,92376,San Bernardino,3,1551,15624,4,2,2,0,1979
ME221053943,3688 Coldwater ,Rocklin,95765,Placer,9,2615,10450,3,3,3,0,2002
CRDW21108799,12315 Muir CT ,Whittier,90601,Los Angeles,0,1200,6461,2,2,2,0,1922
CRCV21109305,5202 Crimson PL ,Rancho Cucamonga,91739,San Bernardino,3,3371,9671,4,4,3,1,2012
SF421554248,7 Miramar AVE ,San Francisco,94112,San Francisco,21,1375,1873,3,2,2,0,1927
CRPI21104606,1286 Via Pavion ,Santa Maria,93455,Santa Barbara,31,1699,12632,4,2,2,0,1961
ME221054234,1111 Melrose AVE ,Roseville,95678,Placer,9,1679,9313,3,2,2,0,1955
CNSR21106608,6239 Radford AVE ,North Hollywood,91606,Los Angeles,0,1702,6745,3,1,1,0,1954
ML81844586,107 Oceanview DR ,La Selva Beach,95076,Santa Cruz,25,1330,3267,3,2,2,0,1975
CC40950090,5518 Langford Ct ,Concord,94521,Contra Costa,6,1926,18000,4,2,2,0,1976
CRPW21088137,20644 Deodar DR ,Yorba Linda,92886,Orange,2,3173,11200,5,3,3,0,1982
ME202101123,1559 Clear Water CT ,Marysville,95901,Yuba,18,1970,7841,4,2,2,0,2004
ME221043477,9412 Richford LN ,Granite Bay,95746,Placer,9,3196,10265,4,3,3,0,1996
TM21-739048,22760 Chamera LN ,Topanga,90290,Los Angeles,0,2256,42139,4,3,3,0,1986
CC40950788,2 Rita Way ,Orinda,94563,Contra Costa,6,2328,16050,3,2,2,0,1951
BA321044928,298 Redwood Rise RD ,The Sea Ranch,95497,Sonoma,20,939,1742,2,2,2,0,1972
ME221054727,766 Merritt CIR ,Woodland,95776,Yolo,26,1542,4792,3,2,2,0,2002
ML81844711,570 Merriewood DR ,Lafayette,94549,Contra Costa,6,1966,10000,3,2,2,0,1959
CC40950430,3203 Palomares Ave. ,Lafayette,94549,Contra Costa,6,2253,17000,4,3,3,0,1954
CRSW21105193,40580 Via Malagas ,Murrieta,92562,Riverside,1,1502,4356,2,2,2,0,1989
CRNDP2105684,280 Boleroridge Pl ,Escondido,92026,San Diego,5,1766,3300,3,3,2,1,1978
BA321041961,140 Victoria CT ,Dixon,95620,Solano,16,1582,5070,3,3,2,1,1993
ML81844742,26 Encina DR ,Carmel Valley,93924,Monterey,24,4700,131116,4,4,3,1,1976
CRSW21108275,471 Palomar DR ,Hemet,92543,Riverside,1,1407,4792,2,0,0,0,1964
CRPW21106633,25107 Eshelman AVE ,Lomita,90717,Los Angeles,0,1068,5776,2,1,1,0,1921
ME202100443,1824 Cleo CT ,Yuba City,95993,Sutter,23,1860,10454,3,2,2,0,1990
CROC21104765,714 N Modena ST ,Anaheim,92801,Orange,2,1171,6061,3,1,1,0,1955
CRCV21106319,18914 Copper ST ,Apple Valley,92308,San Bernardino,3,1526,5250,2,2,2,0,2017
CRIV21102673,2852 S Sandpiper AVE ,Ontario,91761,San Bernardino,3,1416,6000,4,2,2,0,1983
CRCV21106723,3941 Lupe ST ,Chino,91710,San Bernardino,3,1240,4500,4,2,2,0,1975
CRSN21108219,416 Southbury LN ,Chico,95973,Butte,11,2802,9148,4,4,3,1,2006
ME221051857,2129 La Paz CT ,Merced,95340,Merced,22,1829,6098,3,3,3,0,1979
CRSB21146584,836 Avenue A ,Redondo Beach,90277,Los Angeles,0,2350,6101,4,4,3,1,1952
ML81845425,1180 San Benito ST ,Hollister,95023,San Benito,33,1003,4430,3,2,2,0,1946
CRSW21114375,82865 Kingsboro LN ,Indio,92201,Riverside,1,1914,5227,2,2,2,0,2014
CRCV21105594,4308 Papago ST ,Riverside,92509,Riverside,1,1831,5227,4,3,2,1,2002
CRPW21107016,945 W 134th PL ,Compton,90222,Los Angeles,0,1487,6752,5,2,2,0,1942
CRSW21101350,27645 Verbena CT ,Murrieta,92562,Riverside,1,1684,3049,3,3,2,1,2005
CREV21107046,34847 Avenue B ,Yucaipa,92399,San Bernardino,3,1224,10500,3,1,1,0,1962
CRDW20261286,330 Las Lomas DR ,La Habra,90631,Orange,2,1227,5974,3,2,2,0,1957
CNSR21109422,17447 Burma ST ,Encino,91316,Los Angeles,0,1051,5610,3,1,1,0,1949
CRSW21104846,11112 Orchard PL ,Garden Grove,92840,Orange,2,1886,4251,4,3,2,1,1999
BA321041768,73 Bella Vista AVE ,San Anselmo,94960,Marin,15,2017,7244,3,2,2,0,1988
ME221051695,908 DOGWOOD LOOP ,Lincoln,95648,Placer,9,1449,5441,2,2,2,0,2000
BA321042938,5 Fernhill AVE ,Ross,94957,Marin,15,4157,26267,5,5,5,0,2006
BA321048139,208 E Strawberry DR ,Mill Valley,94941,Marin,15,2960,9570,3,3,3,0,1950
ME221053607,7555 32nd ST ,Sacramento,95822,Sacramento,4,1351,6098,3,2,2,0,1966
CRPW21108341,8626 Dobyns DR ,Santee,92071,San Diego,5,1468,6098,3,1,1,0,1971
TM21-730482,3203 Selby AVE ,Los Angeles,90034,Los Angeles,0,3832,7358,5,6,6,0,2016
CRCV21117784,10413 Egret AVE ,Fountain Valley,92708,Orange,2,1687,7728,3,2,2,0,1965
CRSW21105179,2205 Lavender CT ,San Jacinto,92582,Riverside,1,2723,7405,4,3,3,0,2006
CNSR21112854,22258 Pamplico DR ,Saugus,91350,Los Angeles,0,1632,8501,3,3,2,1,1993
CC40951444,30 Tennis Club Dr ,Danville,94506,Contra Costa,6,1881,6634,2,2,2,0,1979
CC40950160,2281 Ashbourne Dr ,San Ramon,94583,Contra Costa,6,6412,21303,5,7,7,0,2002
CRNDP2107775,1500 Clifftop AVE ,San Marcos,92078,San Diego,5,2871,5550,5,3,3,0,2004
CRSW21106021,419 Memphis CT ,Hemet,92545,Riverside,1,2579,6970,4,2,2,0,2000
ME221053832,6293 Lake Park DR ,Sacramento,95831,Sacramento,4,1793,6970,3,3,3,0,1965
CREV21102154,33135 Rim of the World DR ,Running Springs,92382,San Bernardino,3,620,2950,1,1,1,0,1955
CNSR21107444,16620 Wing LN ,La Puente,91744,Los Angeles,0,1253,6217,3,2,2,0,1961
CC40950380,1568 Gretchen Ct ,Rohnert Park,94928,Sonoma,20,1486,6534,3,2,2,0,1985
CRSW21092589,35150 Pashal PL ,Wildomar,92595,Riverside,1,2236,7841,4,3,2,1,1987
CRPW21101322,2115 Pattiz AVE ,Long Beach,90815,Los Angeles,0,1660,5691,3,2,2,0,1953
CNSR21107652,28474 Incline LN ,Saugus,91390,Los Angeles,0,2862,9266,4,3,3,0,2003
CRCV21107381,4866 Montreal DR ,Fontana,92336,San Bernardino,3,2315,8480,3,2,2,0,1998
CROC21102859,15 Sundown ,Irvine,92604,Orange,2,1870,4108,3,3,2,1,1974
CRNDP2105443,2917 Luciernaga ST ,Carlsbad,92009,San Diego,5,1924,13661,3,3,2,1,1982
CRIV21106603,6179 Aubrey PL ,San Bernardino,92407,San Bernardino,3,2708,10801,4,3,2,1,2014
CNSR21107210,2636 Peaceful WAY ,Lancaster,93535,Los Angeles,0,1966,7155,4,3,3,0,1989
BA321044779,853 D ST ,Petaluma,94952,Sonoma,20,2409,7501,3,3,2,1,1923
CROC21107711,114 Avenida Trieste ,San Clemente,92672,Orange,2,2479,7480,3,3,3,0,1975
ME221037349,110 IRON MOUNTAIN CT ,Folsom,95630,Sacramento,4,2113,6399,3,3,3,0,1989
ME221057423,3945 Sea Forest WAY ,Sacramento,95823,Sacramento,4,1915,12632,4,3,3,0,1989
ML81844915,115 Liberty ST ,Santa Cruz,95060,Santa Cruz,25,2042,6011,3,2,2,0,2008
ME221054224,3713 Bugatti WAY ,Modesto,95356,Stanislaus,12,1248,6098,3,2,2,0,1978
ME202003191,1454 6th AVE ,Oroville,95965,Butte,11,869,4356,3,1,1,0,1915
CROC21109544,19292 Beckonridge LN ,Huntington Beach,92648,Orange,2,2585,6327,3,4,3,1,1998
CRPW21111705,23062 Torina LN ,Laguna Niguel,92677,Orange,2,1700,3264,3,2,2,0,1973
ME221052889,1 Durazno CT ,Sacramento,95833,Sacramento,4,1971,4356,3,3,2,1,1989
ME221053157,2432 Wagner Heights RD ,Stockton,95209,San Joaquin,10,1694,7336,3,2,2,0,1984
BA321042779,12 Idlewood RD ,Kentfield,94904,Marin,15,3025,23226,5,4,4,0,1951
ML81845045,1208 Cabrillo AVE ,Burlingame,94010,San Mateo,13,1948,6000,3,2,2,0,1923
TM21-731490,37839 San Carlos WAY ,Palmdale,93550,Los Angeles,0,1612,8250,4,2,2,0,1998
ML81844745,421 Sonora DR ,San Mateo,94402,San Mateo,13,1690,5885,3,2,2,0,1939
CRSB21147499,26945 Springcreek RD ,Rancho Palos Verdes,90275,Los Angeles,0,1662,9770,4,2,2,0,1960
CNSR21108477,21841 Chisholm PL ,Saugus,91390,Los Angeles,0,3744,7917,5,3,3,0,2001
EB40951091,3649 Shone Ave ,Oakland,94605,Alameda,8,1253,3996,2,2,2,0,1942
CRSB21107938,11958 168th ST ,Artesia,90701,Los Angeles,0,876,5351,3,1,1,0,1962
CC40950717,1896 Camino Estrada ,Concord,94521,Contra Costa,6,1926,7500,4,2,2,0,1976
CRCV21114944,7823 Marquand AVE ,West Hills,91304,Los Angeles,0,2284,18412,4,3,3,0,1985
CROC21103496,19462 Sierra Santo DR ,Irvine,92603,Orange,2,1806,5300,4,2,2,0,1971
CREV21101649,1703 Alta ST ,Redlands,92374,San Bernardino,3,1154,6500,3,1,1,0,1953
SF421553556,626 5th AVE ,San Francisco,94118,San Francisco,21,2195,3000,4,4,3,1,1908
CRNS21105124,1140 Malvasia CT ,Templeton,93465,San Luis Obispo,14,2775,13148,4,3,2,1,2004
CRPW21109735,14246 San Ardo DR ,La Mirada,90638,Los Angeles,0,1806,7553,3,2,2,0,1954
TM21-754054,4422 Sherman Oaks CIR ,Sherman Oaks,91403,Los Angeles,0,3795,7735,5,5,4,1,2016
BE40951099,787 Orchard Way ,Manteca,95336,San Joaquin,10,1354,7293,3,2,2,0,1984
ME221049270,13713 Hemlock ,Penn Valley,95946,Nevada,27,1925,16553,3,2,2,0,1982
ME221053369,346 Kevin CT ,Auburn,95603,Placer,9,1976,13085,4,3,2,1,1979
BA321043376,884 Vintage AVE ,Fairfield,94534,Solano,16,1531,7787,3,2,2,0,1987
CRCV21109427,18643 Arrowhead ,Victorville,92395,San Bernardino,3,1540,7200,3,2,2,0,1982
BE40949419,4458 Alvarado Blvd ,Union City,94587,Alameda,8,1598,5414,3,2,2,0,1994
BE40951193,252 St. Christopher Dr. ,Danville,94526,Contra Costa,6,2002,10750,4,2,2,0,1970
CNSR21107537,18445 Los Alimos ST ,,91326,Los Angeles,0,1780,9487,4,2,2,0,1959
CRWS21107687,6478 Emmerdale ST ,Mira Loma,91752,Riverside,1,2643,7405,5,4,4,0,2008
CNSR21111711,37311 Briarwood CT ,Palmdale,93550,Los Angeles,0,1780,10452,4,2,2,0,1988
BE40949367,400 Central Park Pl ,Brentwood,94513,Contra Costa,6,1510,5000,2,2,2,0,1997
CC40951866,1744 La Pergola Dr ,Brentwood,94513,Contra Costa,6,2744,10435,5,3,3,0,2006
CNSR21089770,4126 W Avenue J2 ,Lancaster,93536,Los Angeles,0,2653,8539,5,3,3,0,2004
CROC21112204,57 Livia ,Irvine,92618,Orange,2,3041,4410,4,4,4,0,2012
CNSR21105515,20744 Nashville ST ,Chatsworth,91311,Los Angeles,0,1677,9027,3,2,2,0,1972
CRPTP2103545,8557 Golden Ridge RD ,Lakeside,92040,San Diego,5,1153,12461,3,2,2,0,1950
CRPTP2103412,8831 Golden Ridge ,Lakeside,92040,San Diego,5,2084,18626,3,3,2,1,1972
ML81845093,2432 Market AVE ,San Pablo,94806,Contra Costa,6,775,6812,2,1,1,0,1944
CRIG21109014,5717 Monticello ST ,Chino,91710,San Bernardino,3,2092,8240,3,3,2,1,1963
CRPW21106771,5582 Brookhill DR ,Yorba Linda,92886,Orange,2,1664,6900,3,2,2,0,1969
ML81845571,1460 Ravenswood DR ,Los Altos,94024,Santa Clara,7,1757,10115,3,2,2,0,1955
CC40951072,5210 Heavenly Ridge Ln ,El Sobrante,94803,Contra Costa,6,1704,9180,3,2,2,0,1979
EB40950710,14873 Sylvia Way ,San Leandro,94578,Alameda,8,1370,5880,3,2,2,0,1946
CRIV21105563,7453 Catalpa AVE ,Highland,92346,San Bernardino,3,1418,7468,3,2,2,0,1993
CRCV21102498,1629 Finecroft DR ,Claremont,91711,Los Angeles,0,2000,12240,3,3,2,1,1958
BE40950999,1045 Pleasant Hill Rd ,Lafayette,94549,Contra Costa,6,2056,21780,4,3,3,0,1960
CRSW21108235,23451 Silverwood ST ,Murrieta,92562,Riverside,1,2371,6098,3,3,2,1,2001
SF421562053,2519 Pierce ST ,San Francisco,94115,San Francisco,21,4352,2406,5,5,4,1,1910
ME221055022,2886 Leslie LN ,West Sacramento,95691,Yolo,26,1148,8189,3,2,2,0,1985
ME221054176,5380 Hidden Glen DR ,Rocklin,95677,Placer,9,2583,10881,3,3,2,1,1995
CRRS21104511,560 N Dexter ST ,La Habra,90631,Orange,2,1262,7188,3,2,2,0,1957
CC40950453,3447 Thunderbird Dr ,Concord,94520,Contra Costa,6,1062,6000,3,2,2,0,1960
ME602048,9989 La Porte RD ,Challenge,95925,Yuba,18,2886,95832,3,2,2,0,1973
CRIG21108202,4190 Webster Ranch RD ,Corona,92881,Riverside,1,4537,34848,5,6,6,0,2005
ME221053833,209 Livorno PL ,Lincoln,95648,Placer,9,2169,6547,3,3,2,1,2014
CRPW21116336,519 S Peralta Hills DR ,Anaheim,92807,Orange,2,3347,47916,5,3,3,0,1968
CNSR21107777,3870 Hampton RD ,Pasadena,91107,Los Angeles,0,2038,15407,3,3,3,0,1951
CROC21107561,2422 S Olive ST ,Santa Ana,92707,Orange,2,1367,6000,4,2,2,0,1955
CRIV21106610,25902 Deerberry ,Moreno Valley,92553,Riverside,1,1529,7405,3,1,1,0,1987
ML81845928,6546 Mayhews Landing RD ,Newark,94560,Alameda,8,984,6902,3,1,1,0,1952
ME221053490,433 G ST ,Waterford,95386,Stanislaus,12,1285,7575,3,2,2,0,1940
CNSR21106205,22628 Cardiff DR ,Saugus,91350,Los Angeles,0,1877,7009,4,3,3,0,1986
ME221053234,536 Butte View DR ,Williams,95987,Colusa,38,1510,6534,3,2,2,0,2003
CRNDP2105449,4313 Rawhide WAY ,Oceanside,92057,San Diego,5,2450,4250,4,3,2,1,2003
TM21-734118,11872 West TRL ,,91342,Los Angeles,0,2931,10268,4,3,2,1,1992
CRPW21104211,17 Leesburg ,Irvine,92620,Orange,2,1424,4140,3,3,2,1,1985
CROC21109010,6372 Flint DR ,Huntington Beach,92647,Orange,2,2277,5978,4,3,2,1,1965
CREV21110089,442 N Mount Vernon AVE ,Colton,92324,San Bernardino,3,1048,6500,3,1,1,0,1930
ME202101069,1539 2nd AVE ,Olivehurst,95961,Yuba,18,1333,11326,3,2,2,0,2021
CRAR21110778,12228 Waterbrook DR ,Rancho Cucamonga,91739,San Bernardino,3,2624,5500,4,3,3,0,2004
