zip_code,county
91001,Los Angeles
94806,Contra Costa
93730,Fresno
93943,Monterey
92154,San Diego
94592,Solano
94123,San Francisco
94613,Alameda
90024,Los Angeles
94951,Sonoma
93652,Fresno
92590,Riverside
92694,Orange
92780,Orange
92395,San Bernardino
92603,Orange
92620,Orange
93446,San Luis Obispo
93451,San Luis Obispo
92139,San Diego
94925,Marin
92058,San Diego
92081,San Diego
92637,Orange
94568,Alameda
93251,Kern
93254,Santa Barbara
93266,Kings
93434,Santa Barbara
92223,Riverside
94002,San Mateo
94109,San Francisco
94507,Contra Costa
92155,San Diego
92391,San Bernardino
93309,Kern
93207,Tulare
95678,Placer
95630,Sacramento
95639,Sacramento
91911,San Diego
92518,Riverside
92571,Riverside
92582,Riverside
91790,Los Angeles
91601,Los Angeles
95492,Sonoma
95528,Humboldt
95633,El Dorado
95667,El Dorado
93517,Mono
91367,Los Angeles
92660,Orange
93428,San Luis Obispo
93604,Madera
94972,Sonoma
94107,San Francisco
94128,San Mateo
94501,Alameda
92562,Riverside
93401,San Luis Obispo
93637,Madera
92078,San Diego
92404,San Bernardino
92123,San Diego
92173,San Diego
94956,Marin
94103,San Francisco
94525,Contra Costa
94549,Contra Costa
94804,Contra Costa
92067,San Diego
92364,San Bernardino
93222,Kern
92324,San Bernardino
92358,San Bernardino
93630,Fresno
92407,San Bernardino
92612,Orange
92029,San Diego
92061,San Diego
92239,Riverside
92258,Riverside
91607,Los Angeles
93001,Ventura
93206,Kern
92804,Orange
92347,San Bernardino
92532,Riverside
92322,San Bernardino
93631,Fresno
90630,Orange
90713,Los Angeles
90715,Los Angeles
94024,Santa Clara
92867,Orange
93402,San Luis Obispo
93201,Tulare
93544,Los Angeles
93204,Kings
93535,Los Angeles
94523,Contra Costa
94528,Contra Costa
93429,Santa Barbara
93063,Ventura
93109,Santa Barbara
93111,Santa Barbara
93510,Los Angeles
93614,Madera
93926,Monterey
94539,Alameda
92222,Imperial
92657,Orange
93286,Tulare
95207,San Joaquin
95665,Amador
96107,Mono
96118,Sierra
95490,Mendocino
95313,Stanislaus
95568,Siskiyou
96085,Siskiyou
95075,San Benito
95545,Humboldt
95467,Lake
95116,Santa Clara
95765,Placer
95686,San Joaquin
96129,Plumas
95234,San Joaquin
95341,Merced
96019,Shasta
96091,Trinity
95361,Stanislaus
95604,Placer
95680,Sacramento
96086,Siskiyou
96017,Shasta
96056,Shasta
95404,Sonoma
96068,Lassen
95008,Santa Clara
95051,Santa Clara
95224,Calaveras
95318,Mariposa
95822,Sacramento
95742,Sacramento
95549,Humboldt
95984,Plumas
95655,Sacramento
95135,Santa Clara
95136,Santa Clara
95914,Butte
95005,Santa Cruz
95131,Santa Clara
95543,Del Norte
95558,Humboldt
95978,Butte
96044,Siskiyou
95632,Sacramento
95041,Santa Cruz
95340,Merced
95348,Merced
95240,San Joaquin
95035,Santa Clara
95248,Calaveras
95053,Santa Clara
95486,Sonoma
95652,Sacramento
95757,Sacramento
95070,Santa Clara
95726,El Dorado
95728,Nevada
95355,Stanislaus
96002,Shasta
96013,Shasta
96096,Shasta
96006,Modoc
96088,Shasta
95375,Tuolumne
95113,Santa Clara
95833,Sacramento
95835,Sacramento
95949,Nevada
96023,Siskiyou
96084,Shasta
96109,Lassen
96116,Modoc
96110,Modoc
96108,Modoc
96093,Trinity
96054,Modoc
95936,Sierra
96001,Shasta
96104,Modoc
96125,Sierra
96105,Plumas
96119,Lassen
95304,San Joaquin
95697,Yolo
95934,Plumas
95963,Glenn
96048,Trinity
96047,Shasta
96040,Shasta
95610,Sacramento
95319,Stanislaus
95391,San Joaquin
96020,Plumas
95681,Placer
95695,Yolo
96062,Shasta
95616,Yolo
96135,Plumas
96029,Tehama
96133,Mono
90095,Los Angeles
96124,Sierra
90212,Los Angeles
90743,Orange
90831,Los Angeles
94306,Santa Clara
94508,Napa
96064,Siskiyou
96087,Shasta
95446,Sonoma
95112,Santa Clara
90063,Los Angeles
90290,Los Angeles
96092,Tehama
94541,Alameda
94565,Contra Costa
95417,Mendocino
95437,Mendocino
95488,Mendocino
95663,Placer
95134,Santa Clara
96015,Modoc
96028,Shasta
90742,Orange
90280,Los Angeles
94518,Contra Costa
94087,Santa Clara
94575,Contra Costa
94597,Contra Costa
94116,San Francisco
94118,San Francisco
95236,San Joaquin
95370,Tuolumne
95386,Stanislaus
95469,Mendocino
95443,Lake
95039,Monterey
90245,Los Angeles
90405,Los Angeles
94530,Contra Costa
94089,Santa Clara
94566,Alameda
95311,Mariposa
95333,Merced
95401,Sonoma
95468,Mendocino
90606,Los Angeles
90706,Los Angeles
90089,Los Angeles
90506,Los Angeles
95254,Calaveras
95453,Lake
95620,Solano
95672,El Dorado
95245,Calaveras
95821,Sacramento
95121,Santa Clara
95968,Butte
96080,Tehama
95212,San Joaquin
95420,Mendocino
95327,Tuolumne
95323,Stanislaus
95547,Humboldt
96037,Siskiyou
95444,Sonoma
95312,Merced
95449,Mendocino
95366,San Joaquin
95838,Sacramento
95947,Plumas
96067,Siskiyou
95465,Sonoma
95618,Yolo
95677,Placer
95982,Sutter
96009,Lassen
96126,Sierra
90031,Los Angeles
95357,Stanislaus
95429,Mendocino
95471,Sonoma
96143,Placer
90277,Los Angeles
90090,Los Angeles
94599,Napa
95329,Tuolumne
96059,Tehama
96069,Shasta
95427,Mendocino
95007,Santa Cruz
91206,Los Angeles
90605,Los Angeles
90079,Los Angeles
94546,Alameda
94547,Contra Costa
94074,San Mateo
95226,Calaveras
95376,San Joaquin
95252,Calaveras
95432,Mendocino
96024,Trinity
95317,Merced
92327,San Bernardino
92024,San Diego
92251,Imperial
93640,Fresno
93646,Fresno
94014,San Mateo
93654,Fresno
93432,San Luis Obispo
93450,Monterey
93605,Fresno
95951,Glenn
92109,San Diego
92264,Riverside
92701,Orange
92356,San Bernardino
90815,Los Angeles
93703,Fresno
93202,Kings
93706,Fresno
95140,Santa Clara
92227,Imperial
92624,Orange
93653,Madera
93561,Kern
93563,Los Angeles
93610,Madera
94580,Alameda
91723,Los Angeles
91762,San Bernardino
94520,Contra Costa
95459,Mendocino
95526,Humboldt
95573,Humboldt
91330,Los Angeles
91506,Los Angeles
91765,Los Angeles
91709,San Bernardino
91768,Los Angeles
91325,Los Angeles
93704,Fresno
95464,Lake
92708,Orange
92027,San Diego
91752,Riverside
91763,San Bernardino
91915,San Diego
92504,Riverside
92037,San Diego
92256,San Bernardino
92363,San Bernardino
92128,San Diego
92249,Imperial
93424,San Luis Obispo
92305,San Bernardino
93528,Kern
93465,San Luis Obispo
93905,Monterey
92257,Imperial
92059,San Diego
92595,Riverside
93550,Los Angeles
92315,San Bernardino
92071,San Diego
92243,Imperial
93436,Santa Barbara
92808,Orange
93602,Fresno
95363,Stanislaus
94605,Alameda
94569,Contra Costa
94601,Alameda
94960,Marin
95412,Sonoma
95634,El Dorado
95650,Placer
95325,Mariposa
95987,Colusa
94303,Santa Clara
92121,San Diego
92706,Orange
92028,San Diego
92211,Riverside
92242,San Bernardino
92260,Riverside
92267,San Bernardino
93647,Tulare
90814,Los Angeles
93518,Kern
93662,Fresno
93726,Fresno
93923,Monterey
91326,Los Angeles
92675,Orange
92003,San Diego
92101,San Diego
92276,Riverside
92282,Riverside
90602,Los Angeles
94020,San Mateo
93606,Fresno
93624,Fresno
93015,Ventura
92107,San Diego
93930,Monterey
90807,Los Angeles
90660,Los Angeles
90301,Los Angeles
90746,Los Angeles
93560,Kern
93667,Fresno
90241,Los Angeles
90305,Los Angeles
90704,Los Angeles
90232,Los Angeles
92064,San Diego
93701,Fresno
95423,Lake
93030,Ventura
90017,Los Angeles
90275,Los Angeles
90037,Los Angeles
92086,San Diego
93669,Madera
93924,Monterey
93040,Ventura
93110,Santa Barbara
93218,Tulare
93274,Tulare
90270,Los Angeles
90013,Los Angeles
93536,Los Angeles
93530,Inyo
93012,Ventura
93422,San Luis Obispo
95422,Lake
90001,Los Angeles
90041,Los Angeles
94065,San Mateo
93505,Kern
93728,Fresno
93925,Monterey
93638,Madera
90404,Los Angeles
90022,Los Angeles
90019,Los Angeles
90247,Los Angeles
94513,Contra Costa
93306,Kern
93616,Fresno
93276,Kern
90401,Los Angeles
90402,Los Angeles
92236,Riverside
93461,San Luis Obispo
93546,Mono
92586,Riverside
92397,San Bernardino
95456,Mendocino
92335,San Bernardino
92392,San Bernardino
92618,Orange
92007,San Diego
92036,San Diego
94061,San Mateo
91741,Los Angeles
95454,Mendocino
92401,San Bernardino
92408,San Bernardino
91739,San Bernardino
92870,Orange
91356,Los Angeles
91744,Los Angeles
95548,Del Norte
91387,Los Angeles
92371,San Bernardino
92509,Riverside
92283,Imperial
92106,San Diego
91345,Los Angeles
91316,Los Angeles
92025,San Diego
90248,Los Angeles
90806,Los Angeles
90813,Los Angeles
90720,Orange
90723,Los Angeles
90293,Los Angeles
92126,San Diego
93591,Los Angeles
93501,Kern
93933,Monterey
93263,Kern
93267,Tulare
95403,Sonoma
94305,Santa Clara
90638,Los Angeles
90804,Los Angeles
90501,Los Angeles
94533,Solano
91759,San Bernardino
94538,Alameda
91724,Los Angeles
91390,Los Angeles
92806,Orange
91377,Ventura
91402,Los Angeles
93301,Kern
93268,Kern
93954,Monterey
93960,Monterey
94591,Solano
94705,Alameda
94931,Sonoma
93554,Kern
93065,Ventura
93620,Merced
93650,Fresno
94596,Contra Costa
93239,Kings
93541,Mono
93549,Inyo
93955,Monterey
91010,Los Angeles
93257,Tulare
93920,Monterey
93255,Kern
94576,Napa
95628,Sacramento
93243,Kern
93721,Fresno
93722,Fresno
93280,Kern
90640,Los Angeles
95514,Humboldt
95497,Sonoma
95607,Yolo
95032,Santa Clara
92310,San Bernardino
90023,Los Angeles
90265,Los Angeles
95602,Placer
90042,Los Angeles
95916,Butte
95977,Nevada
95119,Santa Clara
91354,Los Angeles
94553,Contra Costa
93675,Fresno
94598,Contra Costa
94937,Marin
93035,Ventura
94609,Alameda
93262,Tulare
93463,Santa Barbara
91203,Los Angeles
94555,Alameda
93250,Kern
93445,San Luis Obispo
91208,Los Angeles
92536,Riverside
91775,Los Angeles
91606,Los Angeles
91732,Los Angeles
91352,Los Angeles
95307,Stanislaus
95521,Humboldt
95350,Stanislaus
95826,Sacramento
94038,San Mateo
92501,Riverside
95255,Calaveras
92705,Orange
91214,Los Angeles
91766,Los Angeles
91791,Los Angeles
95524,Humboldt
93272,Tulare
94041,Santa Clara
92091,San Diego
92075,San Diego
92883,Riverside
91344,Los Angeles
91030,Los Angeles
91104,Los Angeles
95637,Yolo
91362,Ventura
91364,Los Angeles
94571,Solano
94965,Marin
94564,Contra Costa
92083,San Diego
91207,Los Angeles
91730,San Bernardino
91320,Ventura
91803,Los Angeles
91360,Ventura
91101,Los Angeles
90014,Los Angeles
95682,El Dorado
95823,Sacramento
95928,Butte
95237,San Joaquin
91202,Los Angeles
91311,Los Angeles
91977,San Diego
91301,Los Angeles
91801,Los Angeles
95943,Glenn
92333,San Bernardino
94403,San Mateo
95960,Nevada
95955,Colusa
95328,Stanislaus
95356,Stanislaus
94070,San Mateo
94105,San Francisco
94706,Alameda
94710,Alameda
92835,Orange
95242,San Joaquin
95673,Sacramento
95946,Nevada
95228,Calaveras
94803,Contra Costa
95694,Yolo
95824,Sacramento
95917,Butte
95950,Colusa
94010,San Mateo
94044,San Mateo
94517,Contra Costa
94134,San Francisco
94901,Marin
95003,Santa Cruz
95472,Sonoma
95684,El Dorado
94572,Contra Costa
94928,Sonoma
94404,San Mateo
95120,Santa Clara
95646,Amador
95714,Placer
95315,Merced
95983,Plumas
94923,Sonoma
94574,Napa
94542,Alameda
92602,Orange
95624,Sacramento
95932,Colusa
94970,Marin
92673,Orange
95012,Monterey
95365,Merced
95944,Sierra
95948,Butte
94028,San Mateo
94945,Marin
92672,Orange
95050,Santa Clara
95827,Sacramento
90044,Los Angeles
90043,Los Angeles
92881,Riverside
95661,Placer
95636,El Dorado
90272,Los Angeles
90502,Los Angeles
90011,Los Angeles
90038,Los Angeles
92054,San Diego
95837,Sacramento
95612,Yolo
90077,Los Angeles
90222,Los Angeles
90005,Los Angeles
90040,Los Angeles
95451,Lake
95503,Humboldt
92040,San Diego
95642,Amador
95736,Placer
95975,Nevada
95127,Santa Clara
90230,Los Angeles
90056,Los Angeles
90304,Los Angeles
92840,Orange
95205,San Joaquin
95832,Sacramento
90263,Los Angeles
90292,Los Angeles
90808,Los Angeles
90006,Los Angeles
95688,Solano
95814,Sacramento
95954,Butte
90291,Los Angeles
90403,Los Angeles
93252,Kern
90002,Los Angeles
90004,Los Angeles
95550,Humboldt
95462,Sonoma
95619,El Dorado
90047,Los Angeles
90049,Los Angeles
92321,San Bernardino
95129,Santa Clara
95675,Amador
90249,Los Angeles
95939,Glenn
95485,Lake
96065,Shasta
92102,San Diego
93021,Ventura
92389,Inyo
95615,Sacramento
92254,Riverside
94703,Alameda
95560,Humboldt
95014,Santa Clara
96150,El Dorado
93702,Fresno
95369,Merced
93271,Tulare
93010,Ventura
93523,Kern
95374,Merced
95585,Mendocino
92113,San Diego
92549,Riverside
95606,Yolo
95540,Humboldt
91403,Los Angeles
91733,Los Angeles
91789,Los Angeles
94618,Alameda
95421,Sonoma
95138,Santa Clara
95692,Yuba
95669,Amador
96035,Tehama
91950,San Diego
95758,Sacramento
95689,Amador
95935,Yuba
95519,Humboldt
95246,Calaveras
90621,Orange
90260,Los Angeles
95703,Placer
94805,Contra Costa
95037,Santa Clara
94534,Solano
90020,Los Angeles
93723,Fresno
95701,Placer
91342,Los Angeles
93258,Tulare
94963,Marin
95903,Yuba
92378,San Bernardino
96130,Lassen
94954,Sonoma
90603,Los Angeles
95993,Sutter
91604,Los Angeles
95346,Tuolumne
95388,Merced
94512,Solano
93220,Kern
95407,Sonoma
92339,San Bernardino
90302,Los Angeles
95128,Santa Clara
94040,Santa Clara
92026,San Diego
90008,Los Angeles
92325,San Bernardino
94502,Alameda
91007,Los Angeles
94949,Marin
96046,Trinity
92617,Orange
95553,Humboldt
93226,Kern
92630,Orange
96022,Tehama
94511,Contra Costa
90067,Los Angeles
96134,Modoc
90221,Los Angeles
94304,Santa Clara
94124,San Francisco
90620,Orange
90717,Los Angeles
95257,Calaveras
94519,Contra Costa
95552,Trinity
93287,Kern
91307,Los Angeles
95054,Santa Clara
92587,Riverside
92398,San Bernardino
95915,Plumas
93720,Fresno
92596,Riverside
96115,Modoc
96038,Siskiyou
95430,Sonoma
95493,Lake
92147,San Diego
91770,Los Angeles
94402,San Mateo
96010,Trinity
92055,San Diego
92841,Orange
94005,San Mateo
94535,Solano
93003,Ventura
94588,Alameda
94607,Alameda
92102,San Diego
92861,Orange
93631,Fresno
92612,Orange
92807,Orange
93314,Kern
93611,Fresno
94585,Solano
92316,San Bernardino
92280,San Bernardino
94805,Contra Costa
93242,Fresno
91381,Los Angeles
91604,Los Angeles
92637,Orange
91303,Los Angeles
91304,Los Angeles
91502,Los Angeles
93023,Ventura
93201,Tulare
92140,San Diego
91306,Los Angeles
91910,San Diego
94949,Marin
95117,Santa Clara
91706,Los Angeles
94582,Contra Costa
92019,San Diego
95010,Santa Cruz
92354,San Bernardino
93103,Santa Barbara
94804,Contra Costa
94954,Sonoma
94030,San Mateo
91906,San Diego
90242,Los Angeles
91978,San Diego
91948,San Diego
93630,Fresno
91702,Los Angeles
94930,Marin
94107,San Francisco
92868,Orange
92222,Imperial
92258,Riverside
92132,San Diego
93247,Tulare
92341,San Bernardino
92801,Orange
94115,San Francisco
92627,Orange
92067,San Diego
90715,Los Angeles
92404,San Bernardino
92651,Orange
92587,Riverside
92391,San Bernardino
92831,Orange
92844,Orange
93240,Kern
92339,San Bernardino
93265,Tulare
92311,San Bernardino
94920,Marin
94525,Contra Costa
94568,Alameda
92284,San Bernardino
92273,Imperial
92346,San Bernardino
92324,San Bernardino
93222,Kern
93021,Ventura
93013,Santa Barbara
92081,San Diego
92821,Orange
92614,Orange
92656,Orange
92309,San Bernardino
92253,Riverside
92124,San Diego
92405,San Bernardino
92337,San Bernardino
91302,Los Angeles
92239,Riverside
93428,San Luis Obispo
92782,Orange
92653,Orange
93440,Santa Barbara
92259,Imperial
92399,San Bernardino
92678,Orange
92567,Riverside
92507,Riverside
91384,Los Angeles
92061,San Diego
92676,Orange
92646,Orange
92604,Orange
92570,Riverside
92254,Riverside
92544,Riverside
91607,Los Angeles
92057,San Diego
92231,Imperial
92662,Orange
91934,San Diego
95005,Santa Cruz
95073,Santa Cruz
95465,Sonoma
95672,El Dorado
95245,Calaveras
95746,Placer
95818,Sacramento
95831,Sacramento
95984,Plumas
95148,Santa Clara
96040,Shasta
96126,Sierra
95249,Calaveras
95822,Sacramento
95547,Humboldt
95486,Sonoma
95054,Santa Clara
95220,San Joaquin
95681,Placer
95914,Butte
95934,Plumas
95139,Santa Clara
95742,Sacramento
96025,Siskiyou
95625,Solano
95442,Sonoma
95018,Santa Cruz
95020,Santa Clara
95051,Santa Clara
95691,Yolo
96071,Shasta
96129,Plumas
96033,Shasta
95132,Santa Clara
95834,Sacramento
95821,Sacramento
95978,Butte
95448,Sonoma
95374,Merced
95585,Mendocino
95565,Humboldt
96014,Siskiyou
95658,Placer
95686,San Joaquin
95816,Sacramento
95923,Plumas
95963,Glenn
96054,Modoc
95351,Stanislaus
95435,Lake
96121,Lassen
96007,Shasta
95207,San Joaquin
96112,Modoc
95075,San Benito
95545,Humboldt
95724,Nevada
95695,Yolo
96125,Sierra
96115,Modoc
96117,Lassen
96061,Tehama
96039,Siskiyou
95391,San Joaquin
96134,Modoc
95527,Trinity
96017,Shasta
95113,Santa Clara
95726,El Dorado
95728,Nevada
96023,Siskiyou
95444,Sonoma
95709,El Dorado
95355,Stanislaus
96002,Shasta
96013,Shasta
96062,Shasta
95645,Sutter
95341,Merced
96101,Modoc
95070,Santa Clara
96150,El Dorado
95046,Santa Clara
90755,Los Angeles
95320,San Joaquin
95469,Mendocino
95311,Mariposa
90302,Los Angeles
90740,Orange
90254,Los Angeles
94116,San Francisco
94552,Alameda
94123,San Francisco
95354,Stanislaus
95134,Santa Clara
90095,Los Angeles
94401,San Mateo
94515,Napa
95360,Stanislaus
95370,Tuolumne
96136,Lassen
95468,Mendocino
92154,San Diego
94548,Contra Costa
94903,Marin
93633,Tulare
93545,Inyo
90024,Los Angeles
93036,Ventura
93043,Ventura
93723,Fresno
93283,Kern
96114,Lassen
94528,Contra Costa
94534,Solano
94573,Napa
91710,San Bernardino
92308,San Bernardino
94720,Alameda
95076,Santa Cruz
91351,Los Angeles
93623,Mariposa
95131,Santa Clara
90094,Los Angeles
95453,Lake
96161,Nevada
96003,Shasta
90703,Los Angeles
95358,Stanislaus
95338,Mariposa
95428,Mendocino
95126,Santa Clara
90277,Los Angeles
95062,Santa Cruz
95618,Yolo
96035,Tehama
96080,Tehama
95415,Mendocino
95974,Butte
95065,Santa Cruz
95318,Mariposa
95240,San Joaquin
95463,Mendocino
96142,El Dorado
90250,Los Angeles
90073,Los Angeles
94565,Contra Costa
96073,Shasta
95379,Tuolumne
95432,Mendocino
95443,Lake
94547,Contra Costa
94587,Alameda
95488,Mendocino
96143,Placer
90605,Los Angeles
94074,San Mateo
95376,San Joaquin
96064,Siskiyou
95310,Tuolumne
95202,San Joaquin
96015,Modoc
92701,Orange
93518,Kern
93561,Kern
93644,Madera
93668,Fresno
92105,San Diego
92629,Orange
92282,Riverside
93656,Fresno
93550,Los Angeles
95623,El Dorado
92266,Imperial
92201,Riverside
92270,Riverside
93706,Fresno
92121,San Diego
92129,San Diego
92384,Inyo
93424,San Luis Obispo
93705,Fresno
92304,San Bernardino
93605,Fresno
92106,San Diego
95456,Mendocino
95459,Mendocino
92372,San Bernardino
92037,San Diego
92327,San Bernardino
93606,Fresno
93654,Fresno
93460,Santa Barbara
92382,San Bernardino
92257,Imperial
92315,San Bernardino
92021,San Diego
93624,Fresno
93010,Ventura
93432,San Luis Obispo
92277,San Bernardino
92070,San Diego
92211,Riverside
94512,Solano
95315,Merced
94105,San Francisco
95030,Santa Clara
95120,Santa Clara
95762,El Dorado
95970,Colusa
95247,Calaveras
95326,Stanislaus
95328,Stanislaus
95689,Amador
94134,San Francisco
95330,San Joaquin
95385,Stanislaus
95922,Yuba
95926,Butte
95935,Yuba
95325,Mariposa
94601,Alameda
94947,Marin
90815,Los Angeles
92595,Riverside
90602,Los Angeles
93015,Ventura
93292,Tulare
92649,Orange
92242,San Bernardino
92356,San Bernardino
92583,Riverside
93647,Tulare
92543,Riverside
90071,Los Angeles
94707,Alameda
95819,Sacramento
95955,Colusa
95231,San Joaquin
94040,Santa Clara
94117,San Francisco
95003,Santa Cruz
95673,Sacramento
93420,San Luis Obispo
90048,Los Angeles
93458,Santa Barbara
93591,Los Angeles
93618,Tulare
93012,Ventura
95403,Sonoma
90745,Los Angeles
90034,Los Angeles
90803,Los Angeles
90813,Los Angeles
93454,Santa Barbara
93536,Los Angeles
92069,San Diego
94513,Contra Costa
90660,Los Angeles
91945,San Diego
91345,Los Angeles
92563,Riverside
92539,Riverside
93720,Fresno
90305,Los Angeles
90210,Los Angeles
94086,Santa Clara
90019,Los Angeles
94533,Solano
93291,Tulare
93626,Fresno
93552,Los Angeles
93933,Monterey
92625,Orange
93621,Fresno
95409,Sonoma
90017,Los Angeles
90638,Los Angeles
93638,Madera
93608,Fresno
93667,Fresno
93422,San Luis Obispo
90008,Los Angeles
91780,Los Angeles
92008,San Diego
91765,Los Angeles
91737,San Bernardino
91501,Los Angeles
91762,San Bernardino
94578,Alameda
92549,Riverside
92256,San Bernardino
91745,Los Angeles
92371,San Bernardino
94080,San Mateo
94402,San Mateo
94519,Contra Costa
92591,Riverside
91103,Los Angeles
91046,Los Angeles
91387,Los Angeles
92505,Riverside
92504,Riverside
92708,Orange
91731,Los Angeles
91325,Los Angeles
91708,San Bernardino
92401,San Bernardino
91768,Los Angeles
91436,Los Angeles
95573,Humboldt
91316,Los Angeles
91330,Los Angeles
94970,Marin
92397,San Bernardino
91915,San Diego
92392,San Bernardino
92020,San Diego
92027,San Diego
91746,Los Angeles
94538,Alameda
95555,Humboldt
91008,Los Angeles
92398,San Bernardino
93529,Mono
94041,Santa Clara
92091,San Diego
92883,Riverside
95210,San Joaquin
91344,Los Angeles
91321,Los Angeles
91755,Los Angeles
95316,Stanislaus
95335,Tuolumne
93256,Tulare
95255,Calaveras
91764,San Bernardino
91786,San Bernardino
92336,San Bernardino
92571,Riverside
91205,Los Angeles
95659,Sutter
93272,Tulare
92584,Riverside
93203,Kern
93534,Los Angeles
93463,Santa Barbara
91364,Los Angeles
94610,Alameda
93950,Monterey
91340,Los Angeles
94591,Solano
94703,Alameda
95628,Sacramento
95138,Santa Clara
93066,Ventura
93666,Tulare
93239,Kings
93255,Kern
94598,Contra Costa
93531,Kern
91362,Ventura
94946,Marin
93622,Fresno
92117,San Diego
95336,San Joaquin
95629,Amador
95637,Yolo
92333,San Bernardino
95452,Sonoma
95552,Trinity
95630,Sacramento
91766,Los Angeles
93429,Santa Barbara
91606,Los Angeles
92139,San Diego
94933,Marin
94133,San Francisco
94127,San Francisco
93230,Kings
93625,Fresno
94130,San Francisco
94523,Contra Costa
92058,San Diego
95943,Glenn
91311,Los Angeles
91042,Los Angeles
91101,Los Angeles
95306,Mariposa
91963,San Diego
91980,San Diego
95237,San Joaquin
95662,Sacramento
95842,Sacramento
94571,Solano
94564,Contra Costa
92705,Orange
91307,Los Angeles
91803,Los Angeles
95476,Sonoma
95825,Sacramento
95669,Amador
94027,San Mateo
93616,Fresno
95612,Yolo
95405,Sonoma
90032,Los Angeles
92054,San Diego
95129,Santa Clara
90220,Los Angeles
90505,Los Angeles
90026,Los Angeles
95701,Placer
95715,Placer
94923,Sonoma
90027,Los Angeles
90062,Los Angeles
90040,Los Angeles
95451,Lake
95619,El Dorado
92314,San Bernardino
95670,Sacramento
90304,Los Angeles
90621,Orange
94939,Marin
95012,Monterey
95694,Yolo
94579,Alameda
95918,Yuba
95965,Butte
95230,San Joaquin
95912,Colusa
95948,Butte
94102,San Francisco
95675,Amador
92672,Orange
95817,Sacramento
95993,Sutter
95953,Sutter
95363,Stanislaus
94583,Contra Costa
95324,Merced
95987,Colusa
94044,San Mateo
90023,Los Angeles
95564,Humboldt
95608,Sacramento
95683,Sacramento
95614,El Dorado
90303,Los Angeles
90255,Los Angeles
90038,Los Angeles
90808,Los Angeles
90805,Los Angeles
95436,Sonoma
90262,Los Angeles
95602,Placer
93927,Monterey
94973,Marin
93067,Santa Barbara
93645,Madera
94596,Contra Costa
93514,Inyo
94555,Alameda
95006,Santa Cruz
95687,Solano
95954,Butte
95127,Santa Clara
90604,Los Angeles
90056,Los Angeles
90005,Los Angeles
95661,Placer
95736,Placer
95941,Butte
93311,Kern
90265,Los Angeles
95536,Humboldt
95814,Sacramento
95722,Placer
95903,Yuba
90015,Los Angeles
90046,Los Angeles
90292,Los Angeles
95412,Sonoma
92233,Imperial
91711,Los Angeles
93042,Ventura
91748,Los Angeles
91761,San Bernardino
91773,Los Angeles
91105,Los Angeles
91108,Los Angeles
91024,Los Angeles
92114,San Diego
92115,San Diego
91107,Los Angeles
90029,Los Angeles
91001,Los Angeles
93245,Kings
93628,Fresno
93943,Monterey
94567,Napa
94521,Contra Costa
93603,Tulare
94085,Santa Clara
91335,Los Angeles
92275,Imperial
92082,San Diego
91006,Los Angeles
92866,Orange
92359,San Bernardino
93001,Ventura
93041,Ventura
91901,San Diego
92860,Riverside
92342,San Bernardino
92555,Riverside
91106,Los Angeles
92663,Orange
92014,San Diego
91916,San Diego
92377,San Bernardino
92376,San Bernardino
92026,San Diego
93022,Ventura
91905,San Diego
91016,Los Angeles
90059,Los Angeles
94963,Marin
94551,Alameda
91342,Los Angeles
93108,Santa Barbara
93235,Tulare
94709,Alameda
95122,Santa Clara
90010,Los Angeles
90035,Los Angeles
90245,Los Angeles
94025,San Mateo
90018,Los Angeles
94089,Santa Clara
94306,Santa Clara
94518,Contra Costa
94526,Contra Costa
95388,Merced
95426,Lake
95437,Mendocino
95663,Placer
95209,San Joaquin
93932,Monterey
91355,Los Angeles
91406,Los Angeles
91602,Los Angeles
93033,Ventura
93524,Kern
93592,San Bernardino
94022,Santa Clara
94531,Contra Costa
91324,Los Angeles
91423,Los Angeles
92029,San Diego
93953,Monterey
94611,Alameda
94850,Contra Costa
91204,Los Angeles
91331,Los Angeles
91401,Los Angeles
94063,San Mateo
94592,Solano
94060,San Mateo
94002,San Mateo
94124,San Francisco
94539,Alameda
93205,Kern
93543,Los Angeles
93604,Madera
93641,Fresno
94514,Contra Costa
94619,Alameda
92322,San Bernardino
94972,Sonoma
94956,Marin
92617,Orange
93544,Los Angeles
93637,Madera
92078,San Diego
92704,Orange
92134,San Diego
92603,Orange
93287,Kern
93286,Tulare
93535,Los Angeles
90623,Orange
93285,Kern
93221,Tulare
93434,Santa Barbara
93555,Kern
93643,Madera
92395,San Bernardino
92660,Orange
93207,Tulare
93517,Mono
93926,Monterey
93614,Madera
94971,Marin
94109,San Francisco
94019,San Mateo
94024,Santa Clara
94037,San Mateo
92562,Riverside
92657,Orange
93254,Santa Barbara
92223,Riverside
92009,San Diego
92373,San Bernardino
92262,Riverside
92407,San Bernardino
91914,San Diego
91932,San Diego
91505,Los Angeles
93101,Santa Barbara
91011,Los Angeles
92648,Orange
92865,Orange
92368,San Bernardino
92352,San Bernardino
92230,Riverside
92553,Riverside
92677,Orange
92532,Riverside
92692,Orange
92832,Orange
92845,Orange
92647,Orange
92655,Orange
93109,Santa Barbara
92123,San Diego
92173,San Diego
94502,Alameda
94544,Alameda
94129,San Francisco
94560,Alameda
92886,Orange
92135,San Diego
93224,Kern
93451,San Luis Obispo
90606,Los Angeles
93401,San Luis Obispo
93238,Kern
